Gene,PhiValue,PhiValue
YAL001C,0.0629085057720307,0.0629085057720307
YAL002W,0.0224055298319769,0.0224055298319769
YAL003W,48.0503097874866,48.0503097874866
YAL007C,1.06081029861191,1.06081029861191
YAL008W,0.295240237813549,0.295240237813549
YAL009W,0.0670412539549229,0.0670412539549229
YAL010C,0.0374808284591323,0.0374808284591323
YAL011W,0.0453138265744475,0.0453138265744475
YAL012W,6.62799820732777,6.62799820732777
YAL013W,0.167844723972571,0.167844723972571
YAL014C,0.216745218771165,0.216745218771165
YAL015C,0.0630574973877097,0.0630574973877097
YAL016W,0.851227901389962,0.851227901389962
YAL017W,0.0569836103313949,0.0569836103313949
YAL019W,0.195836579159187,0.195836579159187
YAL020C,0.0686145646692683,0.0686145646692683
YAL021C,0.297633328998984,0.297633328998984
YAL022C,0.184798167870779,0.184798167870779
YAL023C,1.05124465014371,1.05124465014371
YAL024C,0.0281420965163546,0.0281420965163546
YAL025C,0.876128657943316,0.876128657943316
YAL026C,0.147830691346239,0.147830691346239
YAL027W,0.0638850446615639,0.0638850446615639
YAL028W,0.00980733929341306,0.00980733929341306
YAL029C,0.0815621858334487,0.0815621858334487
YAL031C,0.0414236026168193,0.0414236026168193
YAL032C,0.115483993449106,0.115483993449106
YAL033W,0.267530390340018,0.267530390340018
YAL034C,0.00518494574431389,0.00518494574431389
YAL034W-A,0.0707188253218625,0.0707188253218625
YAL035W,2.26764739755373,2.26764739755373
YAL036C,1.27511324472145,1.27511324472145
YAL037W,0.00522330823454667,0.00522330823454667
YAL038W,98.909935496482,98.909935496482
YAL039C,0.270411122782229,0.270411122782229
YAL040C,0.0551733173784481,0.0551733173784481
YAL041W,0.119605641937011,0.119605641937011
YAL042W,0.714851712519557,0.714851712519557
YAL043C,0.160958754590161,0.160958754590161
YAL044C,4.58600011022237,4.58600011022237
YAL047C,0.0450612300758833,0.0450612300758833
YAL048C,0.0437314556975732,0.0437314556975732
YAL049C,0.360571830661318,0.360571830661318
YAL051W,0.0637320479812077,0.0637320479812077
YAL053W,0.210391189834059,0.210391189834059
YAL055W,0.0669257704843995,0.0669257704843995
YAL056W,0.0383270998863674,0.0383270998863674
YAL058W,0.079937071163876,0.079937071163876
YAL059W,0.756617133287534,0.756617133287534
YAL060W,0.44062237269679,0.44062237269679
YAL061W,0.0382489464197177,0.0382489464197177
YAL062W,0.0132331893882885,0.0132331893882885
YAR002C-A,1.73959441377756,1.73959441377756
YAR002W,0.388736734438974,0.388736734438974
YAR003W,0.0718513660097626,0.0718513660097626
YAR007C,0.465889145525622,0.465889145525622
YAR008W,0.0919771587072236,0.0919771587072236
YAR014C,0.230801116095551,0.230801116095551
YAR015W,2.02194849247513,2.02194849247513
YAR018C,0.0677625448428816,0.0677625448428816
YAR019C,0.021304665254209,0.021304665254209
YAR023C,0.00431981583611795,0.00431981583611795
YAR027W,0.283714034951329,0.283714034951329
YAR028W,0.172367486501178,0.172367486501178
YAR031W,0.032749351979832,0.032749351979832
YAR042W,0.092579096777969,0.092579096777969
YBL004W,0.162358525724585,0.162358525724585
YBL005W,0.0332520617130297,0.0332520617130297
YBL006C,0.402615488999961,0.402615488999961
YBL007C,0.784545955211444,0.784545955211444
YBL008W,0.0586672441475549,0.0586672441475549
YBL009W,0.153248375380256,0.153248375380256
YBL010C,0.105982071025973,0.105982071025973
YBL011W,0.138933684625221,0.138933684625221
YBL014C,0.0277293352353196,0.0277293352353196
YBL015W,0.114096114440357,0.114096114440357
YBL016W,0.159655444520502,0.159655444520502
YBL017C,0.311070062428273,0.311070062428273
YBL019W,0.0206539229851163,0.0206539229851163
YBL020W,0.103432092709707,0.103432092709707
YBL022C,0.460767347924278,0.460767347924278
YBL023C,0.181579489684338,0.181579489684338
YBL024W,1.06958696378038,1.06958696378038
YBL027W,8.83286287525525,8.83286287525525
YBL029W,0.0204925934033162,0.0204925934033162
YBL030C,4.28257107379676,4.28257107379676
YBL031W,0.0607580526314958,0.0607580526314958
YBL032W,1.13061879342643,1.13061879342643
YBL033C,0.314466845476316,0.314466845476316
YBL034C,0.0588973137971398,0.0588973137971398
YBL035C,0.149356589072632,0.149356589072632
YBL036C,0.854295925327892,0.854295925327892
YBL037W,0.0724712966210048,0.0724712966210048
YBL038W,0.335256496650895,0.335256496650895
YBL039C,2.03453621134252,2.03453621134252
YBL040C,0.843231712850915,0.843231712850915
YBL041W,2.06480362151573,2.06480362151573
YBL042C,0.213379361777263,0.213379361777263
YBL045C,0.603345640681242,0.603345640681242
YBL046W,0.131403323635581,0.131403323635581
YBL047C,0.575122989257359,0.575122989257359
YBL050W,0.837599718239566,0.837599718239566
YBL051C,0.499666082248647,0.499666082248647
YBL052C,0.0194492968584905,0.0194492968584905
YBL054W,0.182154482462406,0.182154482462406
YBL055C,0.137208814044693,0.137208814044693
YBL056W,0.505305107533059,0.505305107533059
YBL057C,0.440793033234462,0.440793033234462
YBL058W,1.395419622723,1.395419622723
YBL059W,0.0888129536212075,0.0888129536212075
YBL060W,0.0420756701270907,0.0420756701270907
YBL061C,0.156823082825567,0.156823082825567
YBL063W,0.0328641896180277,0.0328641896180277
YBL064C,0.408819418927596,0.408819418927596
YBL067C,0.114295954705621,0.114295954705621
YBL068W,0.516747663294925,0.516747663294925
YBL069W,0.270185815490976,0.270185815490976
YBL074C,0.0583139191022827,0.0583139191022827
YBL075C,0.0126834296797915,0.0126834296797915
YBL076C,2.65195997804688,2.65195997804688
