Gene,Xobs
YDR483W,1.969447
YDR484W,0.00965
YDR485C,0.057004
YDR486C,0.233458
YDR487C,0.635312
YDR488C,0.005694
YDR489W,0.05178
YDR490C,0.108367
YDR492W,0.678066
YDR493W,0.227659
YDR494W,0.200964
YDR495C,0.012631
YDR496C,0.525884
YDR497C,0.86222
YDR498C,0.122131
YDR499W,0.008654
YDR500C,19.189292
YDR501W,0.01373
YDR502C,0.894991
YDR503C,0.088745
YDR504C,0.76458
YDR505C,0.051016
YDR506C,0.08774
YDR507C,0.313841
YDR508C,1.125194
YDR510W,1.323415
YDR511W,0.221845
YDR512C,0.144782
YDR513W,0.940307
YDR514C,0.131602
YDR515W,0.018802
YDR516C,0.375037
YDR517W,0.478228
YDR518W,0.241774
YDR519W,0.780652
YDR520C,0.028639
YDR522C,0.030378
YDR523C,0.011586
YDR524C,0.028207
YDR527W,0.096003
YDR528W,0.014436
YDR529C,1.123918
YDR530C,0.049611
YDR531W,0.292717
YDR532C,0.027909
YDR533C,1.0763
YDR534C,0.060924
YDR536W,0.014072
YDR538W,0.217612
YDR539W,0.189688
YDR540C,0.010256
YDR541C,0.014856
YDR542W,0.512467
YDR545W,0.260675
YEL001C,1.136468
YEL002C,1.153065
YEL003W,0.958268
YEL004W,0.057057
YEL005C,0.024251
YEL006W,0.027478
YEL007W,0.155817
YEL009C,0.571291
YEL011W,0.0399
YEL012W,0.152729
YEL013W,0.320356
YEL015W,0.176731
YEL016C,0.036554
YEL017CA,18.591893
YEL017W,0.136381
YEL018W,0.206006
YEL019C,0.025182
YEL020C,0.063019
YEL021W,0.122813
YEL022W,0.069168
YEL023C,0.009522
YEL024W,0.35678
YEL025C,0.007618
YEL026W,4.960373
YEL027W,11.616161
YEL029C,0.033703
YEL030W,0.015186
YEL031W,0.675411
YEL032W,0.258396
YEL034W,13.236326
YEL035C,0.013393
YEL036C,1.318802
YEL037C,0.775857
YEL038W,0.509886
YEL039C,0.132867
YEL040W,4.598067
YEL041W,0.017601
YEL042W,0.686586
YEL043W,0.078913
YEL044W,0.655078
YEL046C,1.920825
YEL047C,0.602806
YEL048C,0.013094
YEL049W,0.13018
YEL050C,0.274914
YEL051W,0.813966
YEL052W,0.13601
YEL053C,0.024849
YEL054C,3.229846
YEL055C,0.220321
YEL056W,0.523895
YEL057C,0.103965
YEL058W,1.596882
YEL059CA,0.41206
YEL060C,0.437544
YEL061C,0.004606
YEL062W,0.014986
YEL063C,0.065694
YEL064C,0.031484
YEL065W,0.657478
YEL066W,0.399383
YEL069C,0.006497
YEL070W,0.023324
YEL071W,0.902818
YEL072W,0.006208
YEL073C,0.009257
YEL075C,0.037779
YEL076C,0.022699
YEL076CA,0.0084
YEL077C,0.069195
YER001W,0.52043
YER002W,0.838529
YER003C,0.971971
YER004W,0.78593
YER005W,0.123837
YER006W,0.970347
YER007CA,1.211973
YER007W,0.031754
YER008C,0.118923
YER009W,2.06142
YER010C,0.130488
YER011W,4.82783
YER012W,1.499303
YER013W,0.016526
YER014W,0.118054
YER015W,0.021662
YER016W,0.254648
YER017C,0.225651
YER018C,0.033724
YER019CA,1.767178
YER019W,0.404109
YER020W,0.239488
YER021W,0.742528
YER022W,0.189054
YER023W,1.88734
YER024W,0.043758
YER025W,1.995785
YER026C,0.663303
YER027C,0.252473
YER028C,0.064679
YER029C,0.291581
YER030W,1.004416
YER031C,0.57984
YER032W,0.03885
YER033C,0.012318
YER034W,0.119305
YER035W,1.036713
YER036C,1.755256
YER037W,0.133408
YER038C,0.010559
YER039C,0.013155
YER040W,0.025348
YER041W,0.019133
YER042W,0.985266
YER043C,4.481786
YER044C,0.761552
YER044CA,0.018726
YER045C,0.049937
YER046W,0.158193
YER047C,0.021105
YER048C,0.618455
YER049W,0.876165
YER050C,0.404749
YER051W,0.024769
YER052C,0.773534
YER053C,0.137814
YER054C,0.011038
YER055C,2.610791
YER056C,1.657639
YER056CA,5.264474
YER057C,1.70403
YER058W,0.423622
YER059W,0.090272
YER060W,0.057455
YER060WA,0.037711
YER061C,0.087295
YER062C,0.93357
YER063W,0.304766
YER064C,0.371019
YER065C,0.002664
YER066W,0.122163
YER067W,0.072909
YER068W,0.04154
YER069W,0.150506
YER070W,0.333237
YER071C,0.168707
YER072W,2.674418
YER073W,0.50415
YER074W,4.467532
YER075C,0.02022
YER076C,0.06189
YER077C,0.063463
YER078C,0.062415
YER079W,0.126133
YER080W,0.301396
YER081W,0.152746
YER082C,0.259068
YER083C,0.774592
YER085C,0.023273
YER086W,0.599835
YER087W,0.121339
YER088C,0.347855
YER089C,0.455715
YER090W,0.540061
YER091C,1.240644
YER092W,0.168739
YER093C,0.028256
YER093CA,0.380984
YER094C,2.378644
YER095W,0.535814
YER096W,0.014611
YER098W,0.006355
YER099C,0.426586
YER100W,0.521989
YER101C,0.036097
YER102W,26.998544
YER103W,0.283541
YER104W,0.025864
YER105C,0.152294
YER106W,0.017568
YER107C,0.466077
YER110C,0.575196
YER111C,0.024135
YER112W,0.685439
YER113C,0.062492
YER114C,0.064676
YER115C,0.057676
YER116C,0.011912
YER117W,32.088607
YER118C,0.287146
YER119C,0.092262
YER120W,1.922592
YER122C,0.491381
YER123W,0.057724
YER124C,0.144731
YER125W,0.177548
YER126C,1.023498
YER127W,0.369482
YER128W,0.064587
YER129W,0.012132
YER130C,0.087702
YER131W,2.500954
YER132C,0.045769
YER133W,0.75963
YER134C,0.284805
YER136W,1.148593
YER137C,0.202485
YER138C,0.435937
YER139C,0.01945
YER140W,0.064572
YER141W,0.918981
YER142C,0.039276
YER143W,0.193518
YER144C,0.032119
YER145C,1.908756
YER146W,0.943494
YER147C,0.096389
YER148W,0.797715
YER149C,0.091171
YER150W,0.262821
YER151C,0.167683
YER152C,0.22337
YER153C,0.026765
YER154W,0.529446
YER155C,0.088601
YER156C,0.757712
YER157W,0.046986
YER158C,0.048019
YER159C,0.356664
YER160C,0.538713
YER161C,0.060063
YER162C,0.020524
YER163C,0.272075
YER164W,0.079363
YER165W,1.36844
YER166W,0.054164
YER167W,0.052426
YER168C,0.132077
YER169W,0.050226
YER170W,0.059649
YER171W,0.073465
YER172C,0.015013
YER173W,0.019776
YER174C,0.340593
YER175C,0.037207
YER176W,0.085896
YER177W,10.36358
YER178W,2.258723
YER179W,0.024455
YER180C,0.011591
YER182W,0.165105
YER183C,0.24202
YER184C,0.008251
YER185W,0.024023
YER186C,0.022298
YER187W,0.026306
YER189W,0.065072
YER190W,0.061217
YFL001W,0.109226
YFL002C,0.413221
YFL003C,0.01321
YFL004W,0.419024
YFL005W,0.535922
YFL007W,0.105998
YFL008W,0.040982
YFL009W,0.097058
YFL010C,1.561991
YFL011W,0.010249
YFL012W,0.017955
YFL013C,0.080631
YFL014W,0.521702
YFL016C,0.330415
YFL017C,0.383265
YFL017WA,1.017957
YFL018C,1.521492
YFL020C,0.214143
YFL021W,0.115633
YFL022C,1.623274
YFL023W,0.14614
YFL024C,0.02831
YFL025C,0.02661
YFL026W,0.356998
YFL027C,0.062829
YFL028C,0.526635
YFL029C,0.087645
YFL030W,0.027104
YFL031W,0.210381
YFL033C,0.041921
YFL034CA,0.380103
YFL034W,0.020468
YFL036W,0.071939
YFL037W,1.556939
YFL038C,4.428995
YFL039C,9.058915
YFL040W,0.006916
YFL041W,0.181534
YFL042C,0.038844
YFL044C,0.164943
YFL045C,5.147777
YFL046W,0.114543
YFL047W,0.138437
YFL048C,0.417479
YFL049W,0.056205
YFL050C,0.003857
YFL051C,0.037706
YFL052W,0.008336
YFL053W,0.009764
YFL054C,0.029383
YFL055W,0.046321
YFL056C,0.00709
YFL057C,0.741899
YFL058W,0.03289
YFL059W,0.063632
YFL060C,0.016939
YFL061W,0.015403
YFL062W,0.953272
YFL064C,0.032431
YFL065C,0.045676
YFL066C,0.042583
YFL067W,0.015267
YFL068W,0.036433
YFR001W,0.432485
YFR002W,0.127449
YFR003C,0.311019
YFR004W,1.701606
YFR005C,0.069513
YFR006W,0.745902
YFR007W,0.082512
YFR008W,0.026902
YFR009W,0.627461
YFR010W,0.555781
YFR011C,0.278212
YFR012W,0.032176
YFR013W,0.069004
YFR014C,0.046626
YFR015C,0.018815
YFR016C,0.076919
YFR017C,0.041956
YFR018C,0.171312
YFR019W,0.002585
YFR021W,0.053978
YFR022W,0.012094
YFR023W,0.016946
YFR024CA,0.667346
YFR025C,0.103189
YFR026C,0.040674
YFR027W,0.0214
YFR028C,0.278026
YFR029W,0.034225
YFR030W,0.093018
YFR031C,0.088095
YFR031CA,32.877856
YFR032C,0.004198
YFR033C,1.904048
YFR034C,0.084912
YFR035C,0.046133
YFR036W,0.248244
YFR037C,0.28552
YFR038W,0.018833
YFR039C,0.120381
YFR040W,0.016747
YFR041C,0.248853
YFR042W,0.159146
YFR043C,0.135649
YFR044C,3.333147
YFR045W,0.057254
YFR046C,0.036946
YFR047C,0.489107
YFR048W,0.04598
YFR049W,0.526995
YFR050C,1.284533
YFR051C,0.894217
YFR052W,0.438149
YFR053C,1.503509
YFR055W,0.104844
YFR057W,0.029647
YGL001C,0.947717
YGL002W,0.135636
YGL003C,0.029302
YGL004C,0.148862
YGL005C,0.046904
YGL006W,0.104688
YGL008C,22.8483
YGL009C,1.4208
YGL010W,0.035767
YGL011C,0.874865
YGL012W,3.471367
YGL013C,0.065413
YGL014W,0.042323
YGL015C,0.064208
YGL016W,0.121571
YGL017W,0.06505
YGL018C,0.044782
YGL019W,0.597091
YGL020C,0.772061
YGL021W,0.059586
YGL022W,0.798833
YGL023C,0.146174
YGL025C,0.058718
YGL026C,2.308539
YGL027C,0.272709
YGL028C,0.213812
YGL029W,0.959411
YGL030W,14.376057
YGL031C,24.620015
YGL032C,0.289927
YGL033W,0.133346
YGL035C,0.099214
YGL036W,0.05866
YGL037C,2.37808
YGL038C,0.14387
YGL039W,0.23689
YGL040C,0.965704
YGL043W,0.201977
YGL044C,0.271213
YGL045W,0.02993
YGL047W,0.157385
YGL048C,1.45215
YGL049C,0.082437
YGL050W,0.143472
YGL051W,0.029977
YGL053W,0.024874
YGL054C,0.58805
YGL055W,2.329231
YGL056C,0.158207
YGL057C,0.058382
YGL058W,0.612989
YGL059W,0.011849
YGL060W,0.094525
YGL061C,0.061932
YGL062W,0.279803
YGL063W,0.007335
YGL064C,0.020349
YGL065C,0.091869
YGL066W,0.03571
YGL067W,0.137966
YGL068W,0.761226
YGL070C,0.63819
YGL071W,0.064427
YGL073W,0.043771
YGL075C,0.007575
YGL076C,12.880257
YGL077C,0.790124
YGL078C,1.932872
YGL079W,0.131744
YGL080W,0.582637
YGL081W,0.031951
YGL082W,0.277901
YGL083W,0.047485
YGL084C,0.249881
YGL085W,0.048178
YGL086W,0.057008
YGL087C,0.725712
YGL089C,0.10281
YGL090W,0.013548
YGL091C,0.359318
YGL092W,0.173391
YGL093W,0.062103
YGL094C,0.038956
YGL095C,0.075246
YGL096W,0.027443
YGL097W,0.656999
YGL098W,0.026884
YGL099W,0.465565
YGL100W,0.283854
YGL101W,0.264496
YGL103W,21.410402
YGL104C,0.079406
YGL105W,2.630975
YGL106W,1.543546
YGL107C,0.101728
YGL108C,0.096105
YGL110C,0.023156
YGL111W,0.259665
YGL112C,0.290336
YGL113W,0.084569
YGL114W,0.256951
YGL115W,0.409222
YGL116W,0.041955
YGL117W,0.103825
YGL119W,0.119533
YGL120C,0.731271
YGL121C,0.078292
YGL122C,0.727928
YGL123W,18.688856
YGL124C,0.021424
YGL125W,0.051537
YGL126W,0.737482
YGL127C,0.322804
YGL128C,0.063257
YGL129C,0.08153
YGL130W,0.331006
YGL131C,0.012193
YGL133W,0.023361
YGL134W,0.010554
YGL135W,20.369475
YGL136C,0.103637
YGL137W,0.782546
YGL138C,0.014627
YGL139W,0.14637
YGL140C,0.057011
YGL141W,0.033727
YGL142C,0.048234
YGL143C,0.051722
YGL144C,0.010389
YGL145W,0.033572
YGL146C,0.00634
YGL147C,6.907361
YGL148W,3.436601
YGL150C,0.020627
YGL151W,0.070748
YGL153W,0.146991
YGL154C,0.063136
YGL155W,0.081246
YGL156W,0.017707
YGL157W,0.533351
YGL158W,0.031954
YGL159W,0.116584
YGL160W,0.069273
YGL161C,0.8189
YGL162W,0.034512
YGL163C,0.025822
YGL164C,0.127912
YGL166W,0.203414
YGL167C,0.192014
YGL168W,0.420067
YGL169W,0.041804
YGL170C,0.014912
YGL171W,0.460805
YGL172W,0.565364
YGL173C,0.299944
YGL174W,0.092365
YGL175C,0.003162
YGL176C,0.004882
YGL178W,0.114244
YGL179C,0.066784
YGL180W,0.005206
YGL181W,0.456199
YGL183C,0.036554
YGL184C,0.020902
YGL185C,0.098226
YGL186C,0.781487
YGL187C,0.509262
YGL189C,20.864536
YGL190C,0.068082
YGL191W,1.201955
YGL192W,0.001728
YGL194C,0.027897
YGL195W,0.240582
YGL196W,0.246261
YGL197W,0.012474
YGL198W,0.702494
YGL200C,1.800799
YGL201C,0.065924
YGL202W,2.579348
YGL203C,0.261041
YGL205W,0.006229
YGL206C,0.243631
YGL207W,0.363627
YGL208W,0.059492
YGL209W,0.230393
YGL210W,0.322022
YGL211W,0.12168
YGL212W,0.019594
YGL213C,0.258287
YGL215W,0.052123
YGL216W,0.045747
YGL219C,0.137683
YGL220W,1.281593
YGL221C,1.098614
YGL222C,0.022133
YGL223C,0.069252
YGL224C,0.15705
YGL225W,3.393458
YGL226CA,0.98604
YGL226W,0.152459
YGL227W,0.009493
YGL228W,0.603568
YGL229C,0.018356
YGL230C,0.036924
YGL231C,0.986954
YGL232W,0.202456
YGL233W,0.084424
YGL234W,0.762711
YGL235W,0.029755
YGL236C,0.052038
YGL237C,0.101138
YGL238W,0.207652
YGL240W,0.031814
YGL241W,0.071803
YGL242C,0.628274
YGL243W,0.067465
YGL244W,0.273623
YGL245W,2.949288
YGL246C,0.072106
YGL247W,0.151652
YGL248W,0.150906
YGL249W,0.003762
YGL250W,0.039366
YGL251C,0.013055
YGL252C,0.288189
YGL253W,8.702526
YGL254W,0.02548
YGL255W,0.428317
YGL257C,0.03338
YGL258W,0.008544
YGL259W,0.010191
YGL260W,0.061174
YGL261C,0.730372
YGL262W,0.016
YGL263W,0.013708
YGR001C,0.256319
YGR002C,0.080627
YGR003W,0.031414
YGR004W,0.081456
YGR005C,0.306486
YGR006W,0.024073
YGR007W,0.57092
YGR008C,0.645976
YGR009C,0.225302
YGR010W,0.067152
YGR012W,0.119202
YGR013W,0.05058
YGR014W,0.14207
YGR015C,0.016173
YGR016W,0.012886
YGR017W,0.165166
YGR019W,0.355799
YGR020C,1.010229
YGR021W,0.10162
YGR023W,0.011211
YGR024C,0.224851
YGR026W,0.573042
YGR027C,3.138689
YGR028W,0.132357
YGR029W,0.037807
YGR030C,0.259927
YGR031W,0.158308
YGR032W,0.072428
YGR033C,0.171251
YGR034W,16.337194
YGR035C,0.156944
YGR036C,0.097255
YGR037C,3.728384
YGR038W,0.410455
YGR040W,0.038266
YGR041W,0.036305
YGR042W,0.08147
YGR043C,0.036722
YGR044C,0.320815
YGR046W,0.046699
YGR047C,0.111447
YGR048W,0.131937
YGR049W,0.24748
YGR052W,0.033149
YGR053C,0.012559
YGR054W,0.550998
YGR055W,1.199861
YGR056W,0.018765
YGR057C,0.074956
YGR058W,0.037364
YGR059W,0.007941
YGR060W,8.532634
YGR061C,1.127671
YGR062C,0.04273
YGR063C,0.79479
YGR065C,0.107595
YGR066C,0.022847
YGR067C,0.048815
YGR068C,0.009996
YGR070W,0.014417
YGR071C,0.034558
YGR072W,0.032763
YGR074W,0.238454
YGR075C,0.074757
YGR076C,0.290021
YGR077C,0.140141
YGR078C,0.572842
YGR079W,0.342966
YGR080W,0.227165
YGR081C,0.271513
YGR082W,1.188622
YGR083C,0.265862
YGR084C,0.209833
YGR085C,48.15599
YGR086C,1.360149
YGR087C,0.094703
YGR088W,0.027308
YGR089W,0.02394
YGR090W,0.265156
YGR091W,0.017533
YGR092W,0.031208
YGR093W,0.107891
YGR094W,1.355771
YGR095C,0.964647
YGR096W,0.030799
YGR097W,0.135228
YGR098C,0.049972
YGR099W,0.030524
YGR100W,0.054128
YGR101W,0.202245
YGR102C,0.149647
YGR103W,0.84207
YGR104C,0.088411
YGR105W,0.828287
YGR106C,1.75384
YGR108W,0.091495
YGR109C,0.032924
YGR110W,0.031968
YGR111W,0.084256
YGR112W,0.012685
YGR113W,0.040731
YGR116W,0.096386
YGR117C,0.107423
YGR118W,40.035905
YGR119C,0.214035
YGR120C,0.093206
YGR121C,0.072348
YGR122W,0.023344
YGR123C,0.197193
YGR124W,2.633389
YGR125W,0.172685
YGR126W,0.005559
YGR127W,0.04434
YGR128C,0.457482
YGR129W,0.09061
YGR130C,0.056266
YGR131W,0.075222
YGR132C,0.501037
YGR133W,0.036801
YGR134W,0.016934
YGR135W,1.510587
YGR136W,0.533857
YGR138C,0.094675
YGR140W,0.029477
YGR141W,0.228023
YGR142W,0.069309
YGR143W,0.090383
YGR144W,0.076518
YGR145W,0.310856
YGR146C,0.092305
YGR147C,0.337899
YGR148C,21.230779
YGR149W,0.124702
YGR150C,0.010205
YGR152C,0.143646
YGR153W,0.023464
YGR154C,0.01333
YGR155W,3.717684
YGR156W,0.044034
YGR157W,0.72114
YGR158C,0.26206
YGR159C,2.753696
YGR161C,0.200898
YGR162W,0.494679
YGR163W,0.075864
YGR165W,0.180685
YGR166W,0.04361
YGR167W,0.54697
YGR168C,0.024847
YGR169C,0.044681
YGR170W,0.015785
YGR171C,0.068263
YGR172C,0.53649
YGR173W,0.451334
YGR174C,0.205036
YGR175C,2.193914
YGR177C,0.103613
YGR178C,0.567908
YGR179C,0.042858
YGR180C,2.985512
YGR181W,1.238548
YGR183C,0.664221
YGR184C,0.055798
YGR185C,1.561373
YGR186W,0.200151
YGR187C,0.632288
YGR188C,0.007665
YGR189C,2.219786
YGR191W,1.463142
YGR192C,36.297992
YGR193C,0.329102
YGR194C,0.087713
YGR195W,0.909187
YGR196C,0.029784
YGR197C,0.043333
YGR198W,0.068921
YGR199W,0.354855
YGR200C,0.388393
YGR201C,0.012221
YGR202C,0.064704
YGR203W,0.076861
YGR204W,1.336282
YGR205W,0.022484
YGR206W,0.152312
YGR207C,0.215079
YGR208W,0.395972
YGR209C,4.303101
YGR210C,0.676184
YGR211W,0.634391
YGR212W,0.007001
YGR213C,0.015772
YGR214W,6.430261
YGR215W,0.180732
YGR216C,0.054161
YGR217W,0.03558
YGR218W,0.124661
YGR220C,0.449328
YGR221C,0.004365
YGR222W,0.048324
YGR223C,0.074235
YGR224W,0.010271
YGR225W,0.010416
YGR227W,0.202756
YGR229C,0.879329
YGR230W,0.109053
YGR231C,0.570464
YGR232W,0.487879
YGR233C,0.189697
YGR234W,3.709857
YGR235C,0.782161
YGR236C,0.036832
YGR237C,0.0744
YGR238C,0.011798
YGR239C,0.019717
YGR240C,2.654972
YGR241C,0.202108
YGR243W,0.086998
YGR244C,0.515385
YGR245C,0.287406
YGR246C,0.200941
YGR247W,0.181262
YGR248W,0.137783
YGR249W,0.008186
YGR250C,0.111455
YGR251W,0.159328
YGR252W,0.111963
YGR253C,1.129808
YGR254W,10.540976
YGR255C,0.135152
YGR256W,0.076264
YGR257C,0.056418
YGR258C,0.039667
YGR260W,0.473849
YGR261C,0.141287
YGR262C,0.276143
YGR263C,0.189192
YGR264C,0.922613
YGR266W,0.235309
YGR267C,0.524966
YGR268C,0.175715
YGR270W,0.165382
YGR271W,0.015745
YGR272C,0.437631
YGR273C,0.008041
YGR274C,0.043701
YGR275W,0.414327
YGR276C,0.304104
YGR277C,0.55124
YGR278W,0.043753
YGR279C,5.547383
YGR280C,0.577658
YGR281W,0.177272
YGR282C,6.177625
YGR283C,0.170109
YGR284C,0.851703
YGR285C,5.531899
YGR286C,0.158819
YGR287C,0.005261
YGR288W,0.009389
YGR289C,0.018095
YGR292W,0.018303
YGR294W,0.361641
YGR295C,1.299527
YGR296W,0.13414
YHL001W,7.676296
YHL002W,0.086485
YHL003C,0.622919
YHL004W,0.134355
YHL006C,0.038604
YHL007C,0.069324
YHL008C,0.045418
YHL009C,0.0395
YHL010C,0.026598
YHL011C,0.760172
YHL012W,0.003571
YHL013C,0.302756
YHL014C,0.004486
YHL015W,8.583432
YHL016C,0.018056
YHL017W,0.202175
YHL018W,0.007288
YHL019C,0.0528
YHL020C,0.427542
YHL021C,0.151523
YHL022C,0.015308
YHL023C,0.027243
YHL024W,0.014341
YHL025W,0.255208
YHL026C,0.08349
YHL027W,0.228504
YHL028W,0.02779
YHL029C,0.064804
YHL030W,0.098554
YHL031C,0.366782
YHL032C,0.020886
YHL033C,8.521984
YHL034C,3.247221
YHL035C,0.036368
YHL036W,0.031493
YHL038C,0.082456
YHL039W,0.184726
YHL040C,0.217388
YHL042W,0.019322
YHL043W,0.007504
YHL044W,0.029088
YHL046C,0.280941
YHL047C,0.105208
YHL048W,0.232768
YHL049C,0.02785
YHL050C,0.032392
YHR001W,0.346721
YHR001WA,0.506734
YHR002W,0.018837
YHR003C,0.228556
YHR004C,0.01217
YHR005C,0.70556
YHR005CA,0.723139
YHR006W,0.026323
YHR007C,5.589031
YHR008C,0.913152
YHR009C,0.110476
YHR010W,21.539052
YHR011W,0.036405
YHR012W,0.275996
YHR013C,0.46302
YHR014W,0.020308
YHR015W,0.014
YHR016C,0.118216
YHR017W,0.10582
YHR018C,1.54725
YHR019C,2.002401
YHR020W,2.288733
YHR021C,25.545533
YHR021WA,0.01339
YHR022C,0.010207
YHR023W,0.011185
YHR024C,0.321122
YHR025W,3.078168
YHR026W,2.887232
YHR027C,1.247794
YHR028C,0.337425
YHR029C,0.285133
YHR030C,0.262157
YHR031C,0.023893
YHR032W,0.320985
YHR033W,0.054366
YHR034C,0.091129
YHR035W,0.015443
YHR036W,0.028084
YHR037W,0.404597
YHR038W,0.122003
YHR039C,0.472379
YHR040W,0.179174
YHR041C,0.250204
YHR042W,1.004142
YHR043C,0.10488
YHR044C,0.017536
YHR045W,0.366277
YHR046C,0.106678
YHR047C,0.616165
YHR048W,0.005603
YHR049W,1.199282
YHR050W,0.314175
YHR051W,0.696659
YHR052W,0.610441
YHR053C,26.797674
YHR054C,0.116308
YHR055C,32.37958
YHR056C,0.079801
YHR057C,0.937019
YHR058C,0.17007
YHR059W,0.132405
YHR060W,0.252613
YHR061C,0.032668
YHR062C,0.175761
YHR063C,0.640454
YHR064C,3.485487
YHR065C,0.343636
YHR066W,0.181932
YHR067W,0.030843
YHR068W,2.359358
YHR069C,0.447216
YHR070W,0.559554
YHR071W,0.075151
YHR072W,0.326045
YHR073W,0.038505
YHR074W,0.274974
YHR075C,0.038622
YHR076W,0.228311
YHR077C,0.069378
YHR078W,0.048705
YHR079C,0.011086
YHR079CA,0.024362
YHR080C,0.078842
YHR081W,0.374496
YHR082C,0.056466
YHR083W,0.150062
YHR084W,0.086128
YHR085W,0.284574
YHR086W,0.096891
YHR087W,0.230271
YHR088W,0.588434
YHR089C,4.182785
YHR090C,0.048388
YHR091C,0.067446
YHR092C,0.54814
YHR094C,1.59127
YHR096C,0.025054
YHR097C,0.124132
YHR098C,0.193004
YHR099W,0.004477
YHR100C,0.160995
YHR101C,0.120202
YHR102W,0.056225
YHR103W,0.061812
YHR104W,0.300269
YHR105W,0.017506
YHR106W,0.229739
YHR107C,0.547955
YHR108W,0.267346
YHR109W,0.012148
YHR110W,0.224382
YHR111W,0.223985
YHR112C,0.312345
YHR113W,0.339861
YHR114W,0.150992
YHR115C,0.155129
YHR116W,0.115196
YHR117W,0.14505
YHR118C,0.025193
YHR119W,0.043922
YHR120W,0.023852
YHR121W,0.530684
YHR122W,0.199368
YHR123W,0.239041
YHR124W,0.005574
YHR126C,0.037069
YHR127W,0.308807
YHR128W,1.81134
YHR129C,0.024416
YHR131C,0.025912
YHR132C,1.628988
YHR133C,1.236837
YHR134W,0.0279
YHR135C,0.492468
YHR136C,0.367772
YHR137W,0.290529
YHR138C,0.519458
YHR139C,0.026802
YHR140W,0.019788
YHR141C,5.618194
YHR142W,0.359963
YHR143W,1.862848
YHR143WA,0.882757
YHR144C,0.220468
YHR146W,0.5471
YHR147C,0.3739
YHR148W,0.279729
YHR149C,0.046095
YHR150W,0.005878
YHR151C,0.023838
YHR152W,0.487099
YHR153C,0.016395
YHR154W,0.037935
YHR155W,0.010319
YHR156C,0.026394
YHR157W,0.020083
YHR158C,0.029675
YHR159W,0.01118
YHR160C,0.016004
YHR161C,0.033126
YHR162W,1.644242
YHR163W,0.566223
YHR164C,0.010829
YHR165C,0.051438
YHR166C,0.025866
YHR167W,0.107352
YHR168W,0.034962
YHR169W,0.30679
YHR170W,0.960342
YHR171W,0.04327
YHR172W,0.035567
YHR174W,61.182182
YHR175W,0.260092
YHR176W,0.056313
YHR177W,0.010694
YHR178W,0.027311
YHR179W,5.743388
YHR181W,0.509461
YHR182W,0.040146
YHR183W,6.08375
YHR184W,0.064546
YHR185C,0.041329
YHR186C,0.066536
YHR187W,0.28629
YHR188C,0.704633
YHR189W,0.005634
YHR190W,1.684811
YHR191C,0.218153
YHR192W,0.279348
YHR193C,18.52025
YHR194W,0.041122
YHR195W,0.15514
YHR196W,0.17485
YHR197W,0.522971
YHR198C,0.037793
YHR199C,0.170841
YHR200W,1.687394
YHR201C,0.510447
YHR202W,0.066762
YHR203C,26.606539
YHR204W,0.019601
YHR205W,0.13773
YHR206W,0.160496
YHR207C,0.162317
YHR208W,2.208357
YHR209W,0.039001
YHR210C,0.017008
YHR211W,0.006318
YHR213W,0.016762
YHR214CB,0.417106
YHR214W,0.022926
YHR215W,1.350981
YHR216W,0.482708
YHR218W,0.050263
YHR219W,0.143614
YIL001W,0.059882
YIL002C,0.033893
YIL003W,0.037625
YIL004C,0.250824
YIL005W,0.094393
YIL006W,0.012794
YIL007C,0.084102
YIL008W,1.098862
YIL009CA,0.387351
YIL009W,0.065704
YIL010W,0.293149
YIL011W,0.834171
YIL013C,0.045241
YIL014W,0.093051
YIL015W,0.436759
YIL016W,0.269296
YIL018W,35.255769
YIL019W,0.16856
YIL020C,0.284203
YIL021W,0.884547
YIL022W,0.286165
YIL023C,0.239757
YIL024C,0.111954
YIL026C,0.064847
YIL027C,0.420314
YIL029C,0.016821
YIL030C,0.303487
YIL031W,0.018648
YIL033C,0.796748
YIL034C,0.634727
YIL035C,0.329883
YIL036W,0.075086
YIL037C,0.009407
YIL038C,0.245635
YIL039W,1.06735
YIL040W,0.41572
YIL041W,2.492818
YIL042C,0.053299
YIL043C,1.873187
YIL044C,0.134365
YIL045W,0.023937
YIL046W,0.094529
YIL047C,0.113307
YIL048W,0.132793
YIL049W,0.094966
YIL050W,0.040335
YIL051C,5.309323
YIL052C,12.205385
YIL053W,13.788983
YIL055C,0.022818
YIL056W,0.019652
YIL057C,0.034282
YIL060W,0.045701
YIL061C,0.070917
YIL062C,2.907783
YIL063C,0.367911
YIL064W,0.308119
YIL065C,0.237692
YIL066C,0.141257
YIL067C,0.160749
YIL068C,0.107273
YIL069C,4.071421
YIL070C,0.806081
YIL071C,0.007355
YIL072W,0.012171
YIL073C,0.005023
YIL074C,0.380913
YIL075C,0.671128
YIL076W,1.106865
YIL077C,0.02932
YIL078W,4.477654
YIL079C,0.078284
YIL082WA,0.01399
YIL083C,0.527729
YIL084C,0.009887
YIL085C,0.188118
YIL087C,0.10883
YIL088C,0.430846
YIL089W,0.022026
YIL090W,0.112713
YIL091C,0.118781
YIL092W,0.017353
YIL093C,0.124361
YIL094C,1.080103
YIL095W,0.025311
YIL096C,0.144748
YIL097W,0.023972
YIL098C,0.333154
YIL099W,0.010875
YIL101C,0.034782
YIL102C,0.036055
YIL103W,0.27215
YIL104C,0.382021
YIL105C,0.036037
YIL106W,0.176647
YIL107C,0.0616
