Gene,Xobs
YIL108W,0.186765
YIL109C,0.62532
YIL110W,0.169569
YIL111W,0.215301
YIL112W,0.050878
YIL113W,0.02296
YIL114C,0.210558
YIL115C,0.0794
YIL116W,0.408873
YIL117C,0.153253
YIL118W,0.35937
YIL119C,0.02316
YIL120W,0.003863
YIL121W,0.028306
YIL122W,0.01544
YIL123W,1.708957
YIL124W,0.804154
YIL125W,0.164845
YIL126W,0.057156
YIL127C,0.509639
YIL128W,0.187941
YIL129C,0.124433
YIL130W,0.052026
YIL131C,0.17633
YIL132C,0.017419
YIL133C,10.061518
YIL134W,0.015916
YIL135C,0.123818
YIL136W,0.082625
YIL137C,0.09016
YIL138C,0.174645
YIL139C,0.01103
YIL140W,0.137259
YIL142W,1.771144
YIL143C,0.160668
YIL144W,0.023344
YIL145C,0.32727
YIL146C,0.023182
YIL147C,0.066968
YIL148W,5.308673
YIL149C,0.053217
YIL150C,0.031658
YIL151C,0.021525
YIL152W,0.304635
YIL153W,0.03389
YIL154C,0.667071
YIL155C,0.066438
YIL156W,0.033775
YIL157C,0.651476
YIL158W,0.930512
YIL159W,0.009541
YIL160C,0.009572
YIL161W,0.121026
YIL162W,0.112385
YIL164C,0.008752
YIL165C,0.398542
YIL166C,0.007243
YIL169C,0.016088
YIL172C,0.004871
YIL173W,0.010188
YIL176C,0.205515
YIR001C,0.073062
YIR002C,0.060805
YIR003W,0.172257
YIR004W,0.312106
YIR005W,0.101405
YIR006C,0.179438
YIR007W,0.066407
YIR008C,0.226402
YIR009W,0.045362
YIR010W,0.064284
YIR011C,0.794598
YIR012W,1.465078
YIR013C,0.934543
YIR014W,0.038726
YIR015W,0.011131
YIR016W,0.19375
YIR017C,0.035352
YIR018W,0.012527
YIR019C,0.019931
YIR021W,0.091534
YIR022W,0.875981
YIR023W,0.037105
YIR024C,0.097164
YIR025W,0.052746
YIR026C,0.777354
YIR027C,0.006506
YIR028W,0.035055
YIR029W,0.085208
YIR030C,0.04326
YIR031C,0.003146
YIR032C,0.041433
YIR033W,0.032495
YIR034C,0.546749
YIR035C,0.833948
YIR036C,0.362684
YIR037W,2.147215
YIR038C,0.571286
YIR039C,0.009932
YIR041W,0.090906
YIR042C,0.004888
YJL001W,1.186974
YJL002C,2.106401
YJL003W,0.106449
YJL004C,0.20383
YJL005W,0.02001
YJL006C,0.203022
YJL008C,1.226867
YJL010C,0.183121
YJL011C,0.505079
YJL012C,1.374502
YJL013C,0.028679
YJL014W,1.243889
YJL016W,0.165948
YJL019W,0.022546
YJL020C,0.067409
YJL023C,0.026514
YJL024C,0.047556
YJL025W,0.023343
YJL026W,1.842247
YJL027C,0.205613
YJL029C,0.057242
YJL030W,0.220888
YJL031C,0.083302
YJL033W,0.146016
YJL034W,4.053222
YJL035C,0.110315
YJL036W,0.089549
YJL037W,0.138446
YJL038C,0.018478
YJL039C,0.00949
YJL041W,0.316596
YJL042W,0.24877
YJL043W,0.018606
YJL044C,0.032636
YJL045W,0.025108
YJL046W,0.030128
YJL047C,0.017281
YJL048C,0.131505
YJL049W,0.072277
YJL050W,0.188214
YJL051W,0.015344
YJL052W,2.585627
YJL053W,0.266561
YJL054W,0.095321
YJL055W,1.703425
YJL056C,0.008419
YJL057C,0.045455
YJL058C,0.034776
YJL059W,0.095663
YJL060W,0.084037
YJL061W,0.160356
YJL062W,0.15326
YJL063C,0.556762
YJL065C,0.415785
YJL066C,0.069777
YJL068C,0.425581
YJL069C,0.344016
YJL070C,0.020076
YJL071W,0.056601
YJL072C,0.173384
YJL073W,0.03289
YJL074C,0.025169
YJL076W,0.027344
YJL077C,0.049476
YJL078C,0.143053
YJL079C,0.545703
YJL080C,1.079909
YJL081C,0.156332
YJL082W,0.10801
YJL083W,0.017145
YJL084C,0.062849
YJL085W,0.010149
YJL087C,0.03948
YJL088W,0.062782
YJL089W,0.008179
YJL090C,0.018439
YJL091C,0.159972
YJL092W,0.023151
YJL093C,0.029139
YJL094C,0.01752
YJL095W,0.012605
YJL096W,0.373869
YJL097W,0.999154
YJL098W,0.195921
YJL099W,0.040747
YJL100W,0.046092
YJL101C,0.112551
YJL102W,0.046934
YJL103C,0.004686
YJL104W,0.170223
YJL105W,0.004449
YJL106W,0.004033
YJL107C,0.024537
YJL108C,0.096832
YJL109C,0.196672
YJL110C,0.021629
YJL111W,0.611513
YJL112W,0.037671
YJL115W,0.296821
YJL116C,0.076319
YJL117W,1.044289
YJL118W,0.02449
YJL121C,0.966778
YJL122W,0.766277
YJL123C,0.703585
YJL124C,0.276106
YJL125C,0.406164
YJL126W,0.267913
YJL127C,0.008929
YJL128C,0.166812
YJL129C,0.107771
YJL130C,1.085204
YJL131C,0.027632
YJL132W,0.007721
YJL133W,0.18501
YJL134W,0.431961
YJL136C,20.509349
YJL137C,0.03154
YJL138C,5.284186
YJL139C,0.05637
YJL140W,0.3957
YJL141C,0.037627
YJL143W,0.971943
YJL144W,0.066273
YJL145W,0.522696
YJL146W,0.019361
YJL147C,0.010633
YJL148W,0.878456
YJL149W,0.053985
YJL151C,1.974078
YJL153C,0.014411
YJL154C,0.096698
YJL155C,0.092384
YJL156C,0.042669
YJL157C,0.579864
YJL158C,15.409255
YJL159W,4.525564
YJL160C,0.043324
YJL161W,0.022871
YJL162C,0.015081
YJL163C,0.02992
YJL164C,0.098032
YJL165C,0.040449
YJL166W,1.655624
YJL167W,3.107708
YJL168C,0.029838
YJL170C,0.100203
YJL171C,0.590936
YJL172W,0.387162
YJL173C,1.61989
YJL174W,1.48573
YJL176C,0.035975
YJL177W,19.240878
YJL178C,0.552524
YJL179W,0.181154
YJL180C,0.176376
YJL181W,0.036234
YJL183W,0.394548
YJL184W,0.392683
YJL185C,0.018263
YJL186W,0.489624
YJL187C,0.01972
YJL189W,25.45652
YJL190C,22.462538
YJL191W,2.387999
YJL192C,0.414274
YJL193W,0.032047
YJL194W,0.01286
YJL196C,2.184899
YJL197W,0.063483
YJL198W,0.52808
YJL200C,0.205542
YJL201W,0.016759
YJL203W,0.069114
YJL204C,0.053255
YJL206C,0.030109
YJL207C,0.019973
YJL208C,0.136932
YJL209W,0.073612
YJL210W,0.150891
YJL212C,0.288963
YJL213W,0.130556
YJL214W,0.02072
YJL216C,0.002044
YJL217W,0.928877
YJL218W,0.128373
YJL219W,0.001772
YJL221C,0.00441
YJL222W,0.025395
YJL223C,0.185322
YJL225C,0.037584
YJR001W,0.223813
YJR002W,0.290695
YJR003C,0.082701
YJR004C,0.038852
YJR005W,0.03641
YJR006W,0.073171
YJR007W,1.098992
YJR008W,0.017791
YJR009C,45.512733
YJR010CA,0.102588
YJR010W,0.044853
YJR011C,0.017393
YJR012C,0.123257
YJR013W,0.213497
YJR014W,0.549044
YJR015W,0.982433
YJR016C,1.119064
YJR017C,0.432348
YJR019C,0.052606
YJR021C,0.020944
YJR022W,0.238209
YJR024C,0.640387
YJR025C,1.2132
YJR026W,0.836939
YJR027W,0.30991
YJR028W,0.884113
YJR029W,0.308628
YJR030C,0.040372
YJR031C,0.08576
YJR032W,0.212129
YJR033C,0.023354
YJR034W,0.153938
YJR035W,0.007048
YJR036C,0.007659
YJR039W,0.008746
YJR040W,0.13383
YJR041C,0.077465
YJR042W,0.194853
YJR043C,0.197857
YJR044C,0.675927
YJR045C,1.286475
YJR046W,0.063561
YJR047C,0.187249
YJR048W,1.31418
YJR049C,0.18698
YJR050W,0.095006
YJR051W,0.092583
YJR052W,0.033408
YJR053W,0.0102
YJR054W,0.051217
YJR055W,0.018423
YJR056C,0.063558
YJR057W,0.209917
YJR058C,0.492817
YJR059W,0.18545
YJR060W,0.29543
YJR061W,0.007308
YJR062C,0.049856
YJR063W,0.5529
YJR064W,1.887081
YJR065C,0.738891
YJR066W,0.011581
YJR067C,0.204207
YJR068W,0.269368
YJR069C,0.556099
YJR070C,1.948268
YJR072C,1.084786
YJR073C,0.542414
YJR074W,0.336535
YJR075W,0.438144
YJR076C,0.339711
YJR077C,3.156254
YJR078W,0.060641
YJR079W,0.013882
YJR080C,0.171879
YJR082C,0.136748
YJR083C,0.08922
YJR084W,0.208144
YJR085C,2.305871
YJR086W,0.540918
YJR088C,0.223624
YJR089W,0.027168
YJR090C,0.037431
YJR091C,0.052855
YJR092W,0.043801
YJR093C,0.082858
YJR094C,0.011648
YJR094WA,15.761831
YJR095W,0.026852
YJR096W,0.164637
YJR097W,0.040125
YJR098C,0.011413
YJR099W,0.166677
YJR100C,0.155346
YJR101W,0.296702
YJR102C,0.042798
YJR103W,0.188253
YJR104C,9.17499
YJR105W,4.591194
YJR106W,0.006399
YJR107W,0.116253
YJR108W,0.009843
YJR109C,0.223801
YJR110W,0.010572
YJR111C,0.158311
YJR112W,0.176098
YJR113C,0.484783
YJR115W,0.056209
YJR116W,0.193285
YJR117W,1.024619
YJR118C,0.161295
YJR119C,0.01017
YJR120W,0.095903
YJR121W,1.194041
YJR122W,0.050097
YJR123W,21.668497
YJR124C,0.152381
YJR125C,0.390065
YJR126C,0.121676
YJR127C,0.031572
YJR129C,0.009835
YJR130C,0.071767
YJR131W,0.125192
YJR132W,0.030689
YJR133W,0.865654
YJR134C,0.068742
YJR135C,0.005816
YJR136C,0.048934
YJR137C,0.008347
YJR138W,0.045714
YJR139C,2.465368
YJR140C,0.024606
YJR141W,0.069436
YJR142W,0.167127
YJR143C,1.44672
YJR144W,0.441514
YJR145C,14.355383
YJR147W,0.031076
YJR148W,1.755522
YJR149W,0.062118
YJR150C,0.10375
YJR151C,0.066118
YJR152W,0.004897
YJR153W,0.002517
YJR154W,0.005864
YJR155W,0.011951
YJR156C,0.017686
YJR158W,0.003476
YJR159W,0.089046
YJR160C,0.010052
YJR161C,0.338395
YKL001C,0.250477
YKL002W,0.503916
YKL003C,0.628119
YKL004W,0.347956
YKL005C,0.027761
YKL006CA,0.382132
YKL006W,15.492438
YKL007W,0.426038
YKL008C,0.593444
YKL009W,2.267623
YKL010C,0.096714
YKL011C,0.036712
YKL012W,0.132497
YKL013C,0.30371
YKL014C,0.055974
YKL015W,0.020815
YKL016C,0.869547
YKL017C,0.036647
YKL018W,0.107881
YKL019W,0.251581
YKL020C,0.023808
YKL021C,0.385577
YKL022C,0.060744
YKL023W,0.051982
YKL024C,0.910424
YKL025C,0.07242
YKL026C,0.139044
YKL027W,0.200898
YKL028W,0.596138
YKL029C,0.891726
YKL032C,0.281409
YKL033W,0.041807
YKL034W,0.175128
YKL035W,1.987234
YKL037W,0.194364
YKL038W,0.014995
YKL039W,0.551287
YKL040C,0.20997
YKL041W,0.181135
YKL042W,0.054012
YKL043W,0.071608
YKL045W,0.20467
YKL046C,1.149584
YKL047W,0.019687
YKL048C,0.00423
YKL049C,0.116547
YKL050C,0.008273
YKL051W,0.037674
YKL052C,0.048129
YKL054C,2.056168
YKL055C,0.015513
YKL056C,18.491019
YKL057C,0.057749
YKL058W,0.462105
YKL059C,0.289373
YKL060C,87.108982
YKL061W,0.032258
YKL062W,0.120839
YKL063C,0.342023
YKL064W,0.033014
YKL065C,1.143733
YKL067W,0.695329
YKL068W,0.174656
YKL069W,0.233801
YKL070W,0.006757
YKL071W,0.008395
YKL072W,0.034101
YKL073W,0.121556
YKL074C,0.202088
YKL075C,0.029841
YKL077W,1.037
YKL078W,0.108441
YKL079W,0.05315
YKL080W,1.189798
YKL081W,2.005565
YKL082C,0.352898
YKL084W,0.662181
YKL085W,0.906953
YKL086W,0.050483
YKL087C,0.179781
YKL088W,0.153851
YKL089W,0.056373
YKL090W,0.009463
YKL091C,0.124242
YKL092C,0.013321
YKL093W,0.008525
YKL094W,0.935856
YKL095W,0.017082
YKL096W,2.923863
YKL098W,0.060934
YKL099C,0.544539
YKL100C,0.235599
YKL101W,0.065595
YKL103C,0.124977
YKL104C,0.564506
YKL105C,0.042331
YKL106W,0.122173
YKL107W,0.009053
YKL108W,0.036049
YKL109W,0.049118
YKL110C,0.31134
YKL112W,0.29359
YKL113C,0.49716
YKL114C,0.345536
YKL116C,0.035908
YKL117W,3.266038
YKL119C,0.258324
YKL120W,1.740275
YKL121W,0.060429
YKL122C,1.6814
YKL124W,0.029247
YKL125W,0.231162
YKL126W,0.324403
YKL127W,0.977001
YKL128C,0.608428
YKL129C,0.018173
YKL130C,0.117629
YKL132C,0.02562
YKL133C,0.03801
YKL134C,0.011384
YKL135C,0.291469
YKL137W,0.315212
YKL138C,0.335783
YKL139W,0.035112
YKL140W,0.328578
YKL141W,0.474875
YKL142W,0.862118
YKL143W,0.042663
YKL144C,0.30561
YKL145W,2.089707
YKL146W,0.360807
YKL148C,0.250223
YKL149C,0.100275
YKL150W,0.911599
YKL151C,0.365038
YKL152C,17.852449
YKL154W,0.261891
YKL155C,0.021143
YKL156W,6.730571
YKL157W,0.959676
YKL159C,0.169522
YKL160W,1.425061
YKL161C,0.010828
YKL162C,0.015547
YKL163W,0.832855
YKL164C,5.44617
YKL165C,0.394656
YKL166C,0.096718
YKL167C,0.542878
YKL168C,0.0313
YKL170W,0.583212
YKL171W,0.003661
YKL172W,1.204685
YKL173W,0.123475
YKL174C,0.382726
YKL175W,0.843307
YKL176C,0.023801
YKL178C,0.036808
YKL179C,0.107257
YKL180W,24.778581
YKL181W,1.952615
YKL182W,1.225608
YKL183W,0.184094
YKL184W,0.26515
YKL185W,0.14863
YKL186C,0.782214
YKL187C,0.003657
YKL188C,0.005893
YKL189W,0.07164
YKL190W,0.718208
YKL191W,0.749484
YKL192C,2.475889
YKL193C,0.225868
YKL194C,0.029033
YKL195W,0.289641
YKL196C,1.217773
YKL197C,0.030126
YKL198C,0.017928
YKL201C,0.00812
YKL203C,0.016472
YKL204W,0.270411
YKL205W,0.111637
YKL206C,0.182773
YKL207W,0.476963
YKL208W,0.109119
YKL209C,0.145725
YKL210W,1.297348
YKL211C,0.985985
YKL212W,0.350739
YKL213C,0.366619
YKL214C,0.408381
YKL215C,0.058532
YKL216W,3.000591
YKL217W,0.026094
YKL218C,0.093576
YKL219W,0.074808
YKL220C,0.003233
YKL221W,0.016701
YKL222C,0.004789
YKL224C,0.248772
YKR001C,0.410085
YKR002W,0.360208
YKR003W,0.181351
YKR004C,0.027096
YKR005C,0.021844
YKR006C,0.543703
YKR007W,0.358973
YKR008W,0.059549
YKR009C,0.00712
YKR010C,0.038969
YKR011C,0.060359
YKR013W,2.715594
YKR014C,0.525124
YKR015C,0.004711
YKR016W,0.19694
YKR017C,0.012501
YKR018C,0.614985
YKR019C,0.020834
YKR020W,0.033643
YKR021W,0.05107
YKR022C,0.021998
YKR023W,0.037946
YKR024C,0.109651
YKR025W,0.462517
YKR026C,0.526708
YKR027W,0.016612
YKR028W,0.141928
YKR029C,0.043112
YKR030W,0.226064
YKR031C,0.039824
YKR034W,0.01525
YKR036C,0.064853
YKR037C,0.101647
YKR038C,0.325017
YKR039W,0.465725
YKR041W,0.015324
YKR042W,17.924623
YKR043C,1.872253
YKR044W,0.027982
YKR045C,0.00978
YKR046C,0.301959
YKR048C,1.992809
YKR049C,0.358646
YKR050W,0.004558
YKR051W,0.01981
YKR052C,0.123016
YKR053C,0.035512
YKR054C,0.011132
YKR055W,0.073974
YKR056W,0.435093
YKR057W,17.683951
YKR058W,0.021038
YKR059W,7.306105
YKR060W,0.301394
YKR061W,0.048467
YKR062W,0.255624
YKR063C,0.062139
YKR064W,0.03388
YKR065C,0.843511
YKR066C,1.136947
YKR067W,0.134606
YKR068C,0.518701
YKR069W,0.039137
YKR070W,0.332003
YKR071C,0.588617
YKR072C,0.096995
YKR074W,1.210618
YKR075C,0.12533
YKR076W,0.092724
YKR077W,0.081557
YKR078W,0.023512
YKR079C,0.085129
YKR080W,0.417944
YKR081C,1.784228
YKR082W,0.130642
YKR083C,0.103903
YKR084C,0.262999
YKR085C,0.278207
YKR086W,0.016731
YKR087C,0.104738
YKR088C,0.132295
YKR089C,0.156424
YKR090W,0.027617
YKR091W,0.07587
YKR092C,0.343647
YKR093W,0.667328
YKR094C,10.79715
YKR095W,0.055586
YKR096W,0.074197
YKR097W,0.010866
YKR098C,0.011335
YKR099W,0.054584
YKR100C,0.134483
YKR101W,0.017187
YKR102W,0.01434
YKR103W,0.002787
YKR104W,0.012451
YKR105C,0.034193
YKR106W,0.040864
YLL001W,0.103229
YLL002W,0.079887
YLL003W,0.019526
YLL004W,0.075429
YLL005C,0.006414
YLL006W,0.030985
YLL007C,0.039264
YLL008W,0.460721
YLL009C,0.864589
YLL010C,0.073111
YLL011W,0.224669
YLL012W,0.271114
YLL013C,0.010767
YLL014W,0.904624
YLL015W,0.058522
YLL018C,2.34169
YLL019C,0.015275
YLL021W,0.059013
YLL022C,0.438325
YLL023C,1.142777
YLL024C,19.638604
YLL025W,1.860102
YLL026W,1.332993
YLL027W,0.414672
YLL028W,0.370428
YLL029W,0.247874
YLL031C,0.33052
YLL032C,0.0205
YLL033W,0.006452
YLL034C,0.473095
YLL035W,0.051315
YLL036C,0.251775
YLL038C,0.023644
YLL039C,1.048498
YLL040C,0.039985
YLL041C,0.18854
YLL042C,0.147153
YLL043W,0.161985
YLL045C,5.539934
YLL046C,0.030272
YLL048C,0.372454
YLL049W,0.144508
YLL050C,6.621613
YLL051C,0.065147
YLL052C,0.081258
YLL053C,0.242544
YLL054C,0.013715
YLL055W,0.008119
YLL056C,0.012566
YLL057C,0.00939
YLL058W,0.131681
YLL060C,0.11603
YLL061W,0.079763
YLL062C,0.071547
YLL063C,0.024983
YLL064C,0.723991
YLL066C,0.098604
YLL067C,0.169431
YLR001C,0.092981
YLR002C,0.232375
YLR003C,0.205183
YLR004C,0.01054
YLR005W,0.241769
YLR006C,0.023054
YLR007W,0.06435
YLR008C,0.267131
YLR009W,0.958506
YLR010C,0.039847
YLR011W,0.108209
YLR012C,0.028994
YLR013W,0.038734
YLR014C,0.011107
YLR015W,0.072982
YLR016C,0.28642
YLR017W,1.227519
YLR018C,0.213197
YLR019W,0.079992
YLR020C,0.101376
YLR021W,0.118425
YLR022C,0.308813
YLR023C,0.143598
YLR024C,0.007424
YLR025W,0.390488
YLR026C,0.152437
YLR027C,2.094802
YLR028C,0.699081
YLR029C,12.001922
YLR030W,0.007479
YLR031W,0.014504
YLR032W,0.064817
YLR033W,0.087815
YLR034C,0.879368
YLR035C,0.011583
YLR036C,0.049147
YLR037C,0.567596
YLR038C,0.845546
YLR039C,0.048672
YLR040C,0.243435
YLR042C,0.171996
YLR043C,1.949697
YLR044C,69.882538
YLR045C,0.039306
YLR046C,0.133207
YLR047C,0.007546
YLR048W,6.04835
YLR049C,0.129982
YLR050C,0.531617
YLR051C,0.326787
YLR052W,0.097453
YLR053C,0.054771
YLR054C,0.017234
YLR055C,0.118206
YLR056W,6.617447
YLR057W,0.042008
YLR058C,4.158187
YLR059C,0.257503
YLR060W,3.215928
YLR061W,27.958166
YLR063W,0.04737
YLR064W,0.531644
YLR065C,1.952544
YLR066W,0.380955
YLR067C,0.005615
YLR068W,0.269392
YLR069C,0.285355
YLR070C,0.036897
YLR071C,0.03395
YLR072W,0.105807
YLR073C,0.074406
YLR074C,1.115879
YLR075W,31.30195
YLR077W,0.051317
YLR078C,0.396138
YLR079W,0.388262
YLR080W,0.031346
YLR081W,0.143416
YLR082C,0.081747
YLR083C,0.916492
YLR084C,0.078368
YLR085C,0.255415
YLR086W,0.011981
YLR087C,0.009601
YLR088W,0.372586
YLR089C,0.489595
YLR090W,0.188259
YLR091W,0.035129
YLR092W,0.006148
YLR093C,0.169178
YLR094C,0.039663
YLR095C,0.096326
YLR096W,0.054637
YLR097C,0.012555
YLR098C,0.023602
YLR099C,0.315682
YLR100W,1.454347
YLR102C,0.072654
YLR103C,0.096983
YLR104W,0.435676
YLR105C,0.111291
YLR106C,0.051306
YLR107W,0.058951
YLR108C,0.038248
YLR109W,14.891433
YLR110C,38.633632
YLR113W,0.782973
YLR114C,0.063138
YLR115W,0.053284
YLR116W,0.037069
YLR117C,0.023886
YLR118C,0.269326
YLR119W,0.423472
YLR120C,0.491121
YLR121C,0.108503
YLR125W,0.009696
YLR126C,0.181224
YLR127C,0.004244
YLR128W,0.054229
YLR129W,0.262544
YLR130C,0.158399
YLR131C,0.020949
YLR132C,0.079687
YLR133W,0.161476
YLR134W,0.698091
YLR135W,0.021639
YLR136C,0.019765
YLR137W,0.067991
YLR138W,0.159206
YLR139C,0.02423
YLR141W,0.024844
YLR142W,0.042697
YLR143W,0.133282
YLR144C,0.052945
YLR145W,0.316441
YLR146C,0.268163
YLR147C,0.777304
YLR148W,0.017942
YLR149C,0.017224
YLR150W,8.503286
YLR151C,0.067813
YLR152C,0.020307
YLR153C,1.870244
YLR154C,1.740302
YLR155C,0.017226
YLR156W,0.126492
YLR157C,0.023544
YLR158C,0.009595
YLR159W,0.178011
YLR160C,0.010622
YLR161W,0.121548
YLR162W,0.004094
YLR163C,0.082041
YLR164W,0.016974
YLR165C,0.050062
YLR166C,0.025059
YLR167W,20.160645
YLR168C,0.178831
YLR170C,0.290032
YLR172C,1.41492
YLR173W,0.01408
YLR174W,0.015674
YLR175W,2.146824
YLR176C,0.00848
YLR177W,0.068541
YLR178C,0.538807
YLR179C,1.546025
YLR180W,2.753511
YLR181C,0.163607
YLR182W,0.043447
YLR183C,0.088314
YLR185W,12.330876
YLR186W,1.199887
YLR187W,0.01427
YLR188W,0.244894
YLR189C,0.074316
YLR190W,0.043031
YLR191W,0.10571
YLR192C,1.149631
YLR193C,0.181115
YLR194C,0.754756
YLR195C,0.441785
YLR196W,1.408318
YLR197W,1.45097
YLR199C,0.325157
YLR200W,0.287469
YLR201C,0.179882
YLR203C,0.342109
YLR204W,0.656251
YLR205C,0.517778
YLR206W,0.266119
YLR207W,0.02345
YLR208W,1.926092
YLR209C,0.304394
YLR210W,0.049582
YLR211C,0.081566
YLR212C,0.060942
YLR213C,0.037807
YLR214W,0.504885
YLR215C,0.12302
YLR216C,1.858743
YLR218C,0.491397
YLR219W,0.10757
YLR220W,0.234983
YLR221C,0.298552
YLR222C,0.497792
YLR223C,0.084102
YLR224W,0.043889
YLR225C,0.253225
YLR226W,0.076691
YLR227C,0.013127
YLR228C,0.030328
YLR229C,1.641384
YLR231C,0.233545
YLR233C,0.014783
YLR234W,0.00773
YLR237W,0.124508
YLR238W,0.035421
YLR239C,0.07468
YLR240W,0.043672
YLR241W,0.170406
YLR242C,0.032703
YLR243W,0.599032
YLR244C,1.172988
YLR245C,0.027789
YLR246W,0.02768
YLR247C,0.040558
YLR248W,0.61242
YLR249W,10.2418
YLR250W,0.302055
YLR251W,0.085536
YLR253W,0.051458
YLR254C,0.108751
YLR256W,0.105383
YLR257W,0.52277
YLR258W,0.1707
YLR259C,7.086537
YLR260W,0.092369
YLR262C,0.262598
YLR263W,0.019325
YLR264W,2.04017
YLR265C,0.026163
YLR266C,0.010687
YLR267W,0.004399
YLR268W,0.284183
YLR270W,0.304764
YLR271W,0.055072
YLR272C,0.033078
YLR273C,0.013273
YLR274W,0.052262
YLR275W,0.340654
YLR276C,0.394465
YLR277C,0.061044
YLR278C,0.011058
YLR281C,0.059724
YLR283W,0.139206
YLR284C,0.044745
YLR285W,0.848587
YLR286C,3.507753
YLR287C,0.09345
YLR287CA,12.945238
YLR288C,0.043787
YLR289W,0.046691
YLR290C,0.113586
YLR291C,0.538596
YLR292C,0.481981
YLR293C,5.301181
YLR295C,1.27795
YLR297W,0.104713
YLR298C,0.190716
YLR299W,0.279068
YLR300W,8.758683
YLR301W,0.564059
YLR303W,0.589503
YLR304C,1.178023
YLR305C,0.073172
YLR306W,0.07808
YLR307W,0.034965
YLR308W,0.030118
YLR309C,0.218185
YLR310C,0.086329
YLR312C,0.015052
YLR312WA,0.047592
YLR313C,0.007697
YLR314C,0.163243
YLR315W,0.010259
YLR316C,0.226249
YLR318W,0.001796
YLR319C,0.033385
YLR320W,0.012784
YLR321C,0.126804
YLR323C,0.063441
YLR324W,0.075472
YLR325C,5.971578
YLR326W,0.13087
YLR327C,0.079726
YLR328W,0.116978
YLR329W,0.024886
YLR330W,0.387643
YLR332W,0.142706
YLR333C,5.649928
YLR335W,0.34597
YLR336C,0.102839
YLR340W,16.801435
YLR341W,0.023668
YLR342W,0.674752
YLR343W,0.011134
YLR344W,1.746063
YLR345W,0.041802
YLR346C,0.182833
YLR347C,0.249803
YLR348C,0.262305
YLR350W,1.64819
YLR351C,0.598022
YLR352W,0.022875
YLR353W,0.023447
YLR354C,1.979049
YLR355C,7.207033
YLR356W,0.179479
YLR357W,0.059303
YLR359W,2.101577
YLR360W,0.020998
YLR361C,0.060474
YLR362W,0.071926
YLR363C,0.044037
YLR364W,0.522832
YLR367W,2.230183
YLR368W,0.040147
YLR369W,0.018317
YLR370C,0.723819
YLR371W,0.03078
YLR372W,3.826534
YLR373C,0.058286
YLR375W,0.150741
YLR376C,0.037419
YLR377C,0.060376
YLR378C,1.645799
YLR380W,0.820297
YLR381W,0.018432
YLR382C,0.023605
YLR383W,0.046985
YLR384C,0.219294
YLR385C,0.021322
YLR386W,0.025861
YLR387C,0.290998
YLR388W,36.471063
YLR389C,0.139423
YLR390W,0.486409
YLR392C,0.012341
YLR393W,0.005722
YLR394W,0.011982
YLR395C,1.099588
YLR396C,0.072087
YLR397C,0.232596
YLR398C,0.185353
YLR399C,0.092536
YLR401C,0.354859
YLR403W,0.053571
YLR404W,0.039265
YLR405W,0.201139
YLR406C,5.864124
YLR407W,0.126706
YLR408C,0.095169
YLR409C,0.165091
YLR410W,0.130865
YLR411W,0.075356
YLR412W,0.207218
YLR413W,1.063126
YLR414C,1.002323
YLR415C,0.013956
YLR417W,0.044088
YLR418C,0.253845
YLR419W,0.032291
YLR420W,1.165093
YLR421C,1.181591
YLR422W,0.019354
YLR423C,0.023343
YLR424W,0.013125
YLR425W,0.016058
YLR426W,0.04691
YLR427W,0.084757
YLR429W,0.538313
YLR430W,0.066227
YLR431C,0.024249
YLR432W,1.446263
YLR433C,0.0849
YLR435W,0.416087
YLR436C,0.021152
YLR437C,0.359529
YLR438W,0.83682
YLR439W,0.277428
YLR440C,0.116769
YLR441C,6.966986
YLR442C,0.044253
YLR443W,0.074991
YLR445W,0.049383
YLR446W,0.003552
YLR447C,1.3684
YLR448W,7.981046
YLR449W,1.285985
YLR450W,0.127999
YLR451W,0.027442
YLR452C,0.131467
YLR453C,0.016653
YLR454W,0.08304
YLR455W,0.02536
YLR456W,0.036907
YLR457C,0.02167
YLR459W,0.398477
YLR460C,0.049716
YLR461W,0.399247
YLR462W,0.011463
YLR464W,0.011593
YLR466W,0.135069
YLR467W,0.032307
YML001W,1.087278
YML002W,0.006176
YML003W,0.01332
YML004C,0.861407
YML005W,0.096493
YML006C,0.12835
YML007W,0.118515
YML008C,2.511014
YML009C,1.83665
YML010W,0.399641
YML011C,0.14371
YML012W,2.783101
YML013W,0.058397
YML014W,0.225241
YML015C,0.063339
YML016C,0.047057
YML017W,0.043199
YML018C,0.189462
YML019W,0.178096
YML020W,0.039649
YML021C,0.125992
YML022W,2.012181
YML023C,0.041154
YML024W,13.758376
YML025C,0.201833
YML026C,15.445409
YML027W,0.170096
YML028W,20.114067
YML029W,0.096994
YML030W,0.458511
YML031W,0.281593
YML032C,0.10143
YML034W,0.010015
YML035C,0.405973
YML036W,0.246705
YML037C,0.018513
YML038C,0.097151
YML039W,0.369473
YML040W,0.523218
YML041C,0.053711
YML042W,0.026552
YML043C,0.015655
YML045W,0.483485
YML046W,0.088562
YML047C,0.031814
YML048W,0.533782
YML049C,0.019986
YML050W,0.024269
YML051W,0.063748
YML052W,2.447814
YML053C,0.359805
YML054C,0.016618
YML055W,0.505264
YML056C,1.846556
YML057W,0.120223
YML058W,2.813102
YML059C,0.053421
YML060W,0.111075
YML061C,0.045672
YML062C,0.053031
YML063W,2.104916
YML064C,0.148926
