ORF,VALUE
SAKL0B09570g,-2.782591495
SAKL0B09592g,-1.991057948
SAKL0B09614g,-0.493171611
SAKL0B09636g,2.337235224
SAKL0B09658g,3.244595179
SAKL0B09680g,-2.130251995
SAKL0B09702g,-1.094927754
SAKL0B09724g,-4.633079346
SAKL0B09746g,-2.771148586
SAKL0B09768g,-2.941684817
SAKL0B09790g,-3.775478747
SAKL0B09812g,-0.943249024
SAKL0B09834g,-3.944840586
SAKL0B09856g,-2.220975123
SAKL0B09878g,-5.863837199
SAKL0B09900g,-5.887163154
SAKL0B09922g,-4.479949905
SAKL0B09944g,-2.970108856
SAKL0B09966g,-2.44167711
SAKL0B09988g,-2.688369119
SAKL0B10010g,-4.347679387
SAKL0B10032g,-1.459049846
SAKL0B10054g,-3.820327919
SAKL0B10076g,-1.077231914
SAKL0B10098g,-2.120359714
SAKL0B10120g,-5.397383159
SAKL0B10142g,-1.682919234
SAKL0B10164g,-1.653733475
SAKL0B10186g,-3.128518739
SAKL0B10208g,-0.820359975
SAKL0B10230g,-3.304902604
SAKL0B10252g,-3.007292208
SAKL0B10274g,-0.916386271
SAKL0B10296g,-2.132417839
SAKL0B10318g,-4.305429783
SAKL0B10340g,-3.070743166
SAKL0B10362g,-2.663355233
SAKL0B10384g,0.60151471
SAKL0B10406g,-3.82090684
SAKL0B10428g,-3.073661966
SAKL0B10450g,-3.353875084
SAKL0B10472g,-3.248975379
SAKL0B10494g,0.333665054
SAKL0B10516g,-2.912029558
SAKL0B10538g,-2.682977598
SAKL0B10560g,-1.983212862
SAKL0B10582g,-2.436673575
SAKL0B10604g,-4.248756271
SAKL0B10626g,-0.838305039
SAKL0B10648g,-4.551771653
SAKL0B10670g,-5.145481071
SAKL0B10714g,-4.842754908
SAKL0B10736g,0.342412885
SAKL0B10758g,0.193912927
SAKL0B10780g,-0.543916542
SAKL0B10802g,-3.257338078
SAKL0B10868g,-1.021353801
SAKL0B10890g,-5.420989718
SAKL0B10912g,-1.586154197
SAKL0B10934g,2.358583509
SAKL0B10956g,-4.267527032
SAKL0B10978g,-3.151413218
SAKL0B11000g,-3.712195078
SAKL0B11022g,-3.103655221
SAKL0B11044g,-4.955816952
SAKL0B11066g,-3.068452739
SAKL0B11088g,-2.47395978
SAKL0B11110g,-2.032348714
SAKL0B11132g,-0.8233587
SAKL0B11154g,-1.854401248
SAKL0B11176g,-3.445203548
SAKL0B11198g,-3.922049285
SAKL0B11220g,-2.42358329
SAKL0B11242g,-5.526352635
SAKL0B11264g,-4.621382527
SAKL0B11286g,-3.269964444
SAKL0B11308g,-5.818736283
SAKL0B11330g,-3.464343005
SAKL0B11352g,-6.308669509
SAKL0B11374g,-2.372032278
SAKL0B11396g,-2.500877415
SAKL0B11418g,-3.553546257
SAKL0B11440g,-2.682049601
SAKL0B11462g,-3.5486357
SAKL0B11484g,-1.48462235
SAKL0B11583g1,-5.301354403
SAKL0B11583g2,-4.153629914
SAKL0B11638g,1.052292052
SAKL0B11704g,-1.497495954
SAKL0B11726g,-2.933144853
SAKL0B11748g,-5.548071994
SAKL0B11770g,-0.341229367
SAKL0B11792g,-2.503255111
SAKL0B11814g,-2.265087855
SAKL0B11836g,-0.760687062
SAKL0B11880g,-3.098248074
SAKL0B11924g,-3.839576454
SAKL0B11946g,-4.040415519
SAKL0B11968g,-2.022627837
SAKL0B11990g,-1.011425661
SAKL0B12012g,-2.798631776
SAKL0B12034g,-3.182087447
SAKL0B12056g,-0.594146416
SAKL0B12078g,-2.015164171
SAKL0B12100g,-1.682606794
SAKL0B12122g,-2.523271673
SAKL0B12144g,-2.783860473
SAKL0B12166g,-2.477434641
SAKL0B12188g,-0.381719424
SAKL0B12210g,-1.044014095
SAKL0B12232g,-5.386257334
SAKL0B12298g,-2.930821146
SAKL0B12320g,3.17164236
SAKL0B12342g,-3.130661199
SAKL0B12364g,-1.813616372
SAKL0B12386g,-6.250066311
SAKL0B12408g,-3.02174538
SAKL0B12430g,-2.753688336
SAKL0B12452g,-2.835551551
SAKL0B12474g,-4.451147328
SAKL0B12496g,-0.98972084
SAKL0B12518g,-3.622422908
SAKL0B12540g,-0.2537666
SAKL0B12562g,-4.739965067
SAKL0B12584g,-5.23076526
SAKL0B12606g,-5.663520329
SAKL0B12628g,-5.123240507
SAKL0B12650g,-4.685353182
SAKL0B12672g,-1.374214845
SAKL0B12694g,-6.742659994
SAKL0B12716g,-4.659597446
SAKL0B12738g,-5.641459392
SAKL0B12760g,-5.132101028
SAKL0B12804g,-6.116644077
SAKL0B12826g,-5.630339272
SAKL0D00110g,-2.234894022
SAKL0D00132g,-2.943175326
SAKL0D00176g,-3.482431674
SAKL0D00198g,-5.929207551
SAKL0D00220g,-3.16289686
SAKL0D00242g,0.459113224
SAKL0D00264g,-3.560352277
SAKL0D00286g,-3.995882682
SAKL0D00308g,-2.138555519
SAKL0D00330g,-3.918436912
SAKL0D00352g,-3.467442446
SAKL0D00374g,-3.696640259
SAKL0D00396g,-2.934022069
SAKL0D00418g,-1.166548119
SAKL0D00440g,-0.973267899
SAKL0D00462g,-3.239363663
SAKL0D00484g,-3.709472775
SAKL0D00506g,-5.852914371
SAKL0D00528g,-3.712457537
SAKL0D00550g,-2.540710271
SAKL0D00572g,-0.836107939
SAKL0D00594g,-0.096573053
SAKL0D00704g,-2.897418286
SAKL0D00726g,-1.399276657
SAKL0D00748g,-2.384265285
SAKL0D00770g,-3.007556208
SAKL0D00792g,-0.588144852
SAKL0D00814g,-1.440619692
SAKL0D00836g,-4.66171484
SAKL0D00858g,-3.136421379
SAKL0D00880g,-3.772115173
SAKL0D00902g,-0.047494622
SAKL0D01012g,-4.219728969
SAKL0D01034g,-2.085622356
SAKL0D01056g,0.475363203
SAKL0D01078g,-2.351129955
SAKL0D01100g,-4.353221006
SAKL0D01122g,-3.482543561
SAKL0D01144g,-1.189516598
SAKL0D01166g,-1.786240566
SAKL0D01188g,-3.096546715
SAKL0D01210g,-5.624579965
SAKL0D01232g,-5.021759327
SAKL0D01254g,-4.425574424
SAKL0D01276g,-3.790617572
SAKL0D01298g,-2.53092538
SAKL0D01320g,-5.06448277
SAKL0D01342g,-3.918567466
SAKL0D01364g,-2.826788203
SAKL0D01386g,-3.551938559
SAKL0D01408g,-3.313935322
SAKL0D01430g,-2.223980487
SAKL0D01452g,0.067599669
SAKL0D01474g,-3.89392007
SAKL0D01496g,-2.751894012
SAKL0D01518g,-3.708344423
SAKL0D01540g,-1.608121878
SAKL0D01562g,-2.900684068
SAKL0D01584g,-3.796310842
SAKL0D01606g,-2.034840352
SAKL0D01628g,-1.450008653
SAKL0D01672g,-5.106301965
SAKL0D01694g,-4.994731283
SAKL0D01716g,-2.902951329
SAKL0D01738g,-2.191161406
SAKL0D01760g,-1.335406954
SAKL0D01804g,-3.779783636
SAKL0D01826g,-0.568190179
SAKL0D01870g,-1.451238195
SAKL0D01892g,-4.077804597
SAKL0D01914g,-4.293042465
SAKL0D01936g,-2.917856477
SAKL0D01958g,-3.515863046
SAKL0D01980g,-0.743291664
SAKL0D02002g,-2.284947912
SAKL0D02024g,-1.181530223
SAKL0D02046g,-2.038242464
SAKL0D02068g,-2.840452037
SAKL0D02090g,-1.226494897
SAKL0D02112g,-3.898483696
SAKL0D02134g,-5.218947107
SAKL0D02156g,-2.563441933
SAKL0D02178g,1.205651818
SAKL0D02200g,-2.349235441
SAKL0D02222g,-2.774391475
SAKL0D02310g,-4.298184206
SAKL0D02332g,-3.405681661
SAKL0D02354g,-3.855962642
SAKL0D02376g,-5.035508769
SAKL0D02398g,-2.774763915
SAKL0D02420g,-2.140844572
SAKL0D02442g,-3.449277431
SAKL0D02464g,-3.553234425
SAKL0D02486g,-3.768876686
SAKL0D02508g,-5.930459074
SAKL0D02530g,-2.854548159
SAKL0D02552g,-3.251949749
SAKL0D02574g,-2.077238576
SAKL0D02596g,-4.571875459
SAKL0D02618g,-1.342219907
SAKL0D02640g,-0.885085726
SAKL0D02662g,-4.93633481
SAKL0D02684g,-2.887275129
SAKL0D02706g,-2.039238275
SAKL0D02728g,-1.269939608
SAKL0D02750g,-2.718244438
SAKL0D02772g,-3.410523627
SAKL0D02794g,-4.579549205
SAKL0D02816g,-1.830930145
SAKL0D02838g,-1.647742163
SAKL0D02860g,1.78726057
SAKL0D02882g,-3.598650592
SAKL0D02904g,-3.860130729
SAKL0D02926g,-0.942289341
SAKL0D02948g,-0.353511885
SAKL0D02970g,-1.754005531
SAKL0D02992g,1.057822166
SAKL0D03014g,-3.495284002
SAKL0D03036g,-0.769802939
SAKL0D03058g,-3.906836916
SAKL0D03080g,-3.594454786
SAKL0D03102g,-2.389124638
SAKL0D03146g,-2.818615528
SAKL0D03168g,-0.887629386
SAKL0D03190g,-1.894348649
SAKL0D03212g,-2.402834149
SAKL0D03234g,-2.586519269
SAKL0D03256g,-3.069650745
SAKL0D03278g,-2.258091663
SAKL0D03300g,-0.948828448
SAKL0D03322g,-2.280567898
SAKL0D03344g,-3.280083559
SAKL0D03366g,-1.622208875
SAKL0D03410g,-3.518577442
SAKL0D03564g,-3.047499832
SAKL0D03586g,-3.175314811
SAKL0D03608g,-4.71263854
SAKL0D03630g,-5.994562963
SAKL0D03652g,-5.580074547
SAKL0D03674g,-1.761327036
SAKL0D03696g,-0.914100639
SAKL0D03718g,-1.981139787
SAKL0D03740g,-4.80418393
SAKL0D03762g,-1.487314031
SAKL0D03784g,-3.177456475
SAKL0D03806g,-2.468446484
SAKL0D03828g,3.056757471
SAKL0D03850g,-4.219988287
SAKL0D03872g,-2.648219749
SAKL0D03883g,-2.836082201
SAKL0D03894g,0.879548834
SAKL0D03938g,-4.11886318
SAKL0D03960g,-2.92262855
SAKL0D03982g,-2.409073772
SAKL0D04004g,-3.47114402
SAKL0D04026g,-4.790460361
SAKL0D04048g,-1.665982394
SAKL0D04070g,-4.118753261
SAKL0D04092g,-3.350678273
SAKL0D04114g,-3.186173228
SAKL0D04136g,-5.859991119
SAKL0D04158g,0.343999838
SAKL0D04246g,-2.622775609
SAKL0D04268g,-4.183168163
SAKL0D04334g,-6.279296812
SAKL0D04378g,-4.446919647
SAKL0D04400g,-2.715410611
SAKL0D04422g,-3.596247654
SAKL0D04444g,-2.58867566
SAKL0D04455g,-3.735772536
SAKL0D04466g,-0.206706778
SAKL0D04488g,3.087933783
SAKL0D04510g,-4.753998529
SAKL0D04532g,-2.10944327
SAKL0D04664g,-4.228273145
SAKL0D04752g,-2.906365042
SAKL0D04774g,-4.053005782
SAKL0D04796g,-2.550381192
SAKL0D04884g,-0.826987507
SAKL0D04906g,-2.409685521
SAKL0D04928g,-3.122600424
SAKL0D04950g,-4.251276206
SAKL0D04972g,-3.316856271
SAKL0D04994g,-5.170864841
SAKL0D05016g,-2.936581261
SAKL0D05038g,-2.501221376
SAKL0D05060g,-0.537477451
SAKL0D05082g,-4.122015194
SAKL0D05104g,-6.011499193
SAKL0D05126g,-4.253082388
SAKL0D05148g,-2.139247423
SAKL0D05170g,-1.435712373
SAKL0D05192g,-3.414045584
SAKL0D05214g,-3.332098064
SAKL0D05236g,-4.32028589
SAKL0D05258g,-2.3245497
SAKL0D05280g,-2.040016563
SAKL0D05302g,-2.307922818
SAKL0D05324g,-2.633758933
SAKL0D05390g,-1.911283929
SAKL0D05412g,-4.238513156
SAKL0D05434g,-3.757442691
SAKL0D05456g,-2.650781419
SAKL0D05478g,-1.29409258
SAKL0D05500g,-1.778922107
SAKL0D05522g,-3.597863197
SAKL0D05544g,-1.969401846
SAKL0D05566g,-4.549669013
SAKL0D05588g,-3.250263938
SAKL0D05610g,-2.293210349
SAKL0D05632g,-5.034552584
SAKL0D05654g,-6.540488892
SAKL0D05676g,-5.263547684
SAKL0D05698g,-1.638352552
SAKL0D05720g,-1.889112223
SAKL0D05742g,-2.035925005
SAKL0D05764g,-2.958226896
SAKL0D05786g,-3.682105649
SAKL0D05808g,-3.618118179
SAKL0D05830g,-2.81754794
SAKL0D05852g,-4.084245313
SAKL0D05874g,-2.099210611
SAKL0D05896g,-0.445473639
SAKL0D05918g,-4.370164281
SAKL0D05940g,-1.711213273
SAKL0D05962g,0.556814318
SAKL0D05984g,-4.491040231
SAKL0D06006g,-1.914373663
SAKL0D06050g,-3.987482153
SAKL0D06072g,-4.501871578
SAKL0D06094g,-1.20013024
SAKL0D06116g,-3.861023587
SAKL0D06204g,-1.723574226
SAKL0D06226g,-3.228406282
SAKL0D06248g,-1.059076511
SAKL0D06270g,-2.677716961
SAKL0D06292g,-4.273731428
SAKL0D06314g,-3.625951723
SAKL0D06336g,-3.649422682
SAKL0D06358g,-4.807682415
SAKL0D06380g,-4.714699525
SAKL0D06446g,-4.691274799
SAKL0D06468g,0.350432018
SAKL0D06490g,-4.150948187
SAKL0D06512g,-2.584138621
SAKL0D06534g,-3.704667254
SAKL0D06556g,-3.639908644
SAKL0D06578g,-4.811106184
SAKL0D06622g,-1.39465147
SAKL0D06644g,-3.192680197
SAKL0D06666g,-3.816495724
SAKL0D06688g,-3.863743787
SAKL0D06710g,-1.296885572
SAKL0D06732g,-5.733020889
SAKL0D06754g,-3.181461262
SAKL0D06776g,-3.580586887
SAKL0D06798g,-3.192770573
SAKL0D06820g,-4.073006743
SAKL0D06842g,-3.815903986
SAKL0D06864g,-4.562198598
SAKL0D06886g,-3.293570927
SAKL0D06908g,-2.707128413
SAKL0D06930g,-2.355185814
SAKL0D06952g,-1.249884051
SAKL0D06974g,-2.492508337
SAKL0D06996g,-1.953225345
SAKL0D07018g,-2.679816608
SAKL0D07040g,-0.378621823
SAKL0D07062g,-0.929143546
SAKL0D07084g,-1.918905963
SAKL0D07106g,-2.095844458
SAKL0D07128g,-3.360521159
SAKL0D07150g,-3.406466245
SAKL0D07172g,-2.073727293
SAKL0D07194g,-3.056197803
SAKL0D07216g,-2.949995618
SAKL0D07238g,-3.432220762
SAKL0D07260g,-2.024512558
SAKL0D07282g,-1.446603746
SAKL0D07304g,-0.650625949
SAKL0D07326g,-1.145791324
SAKL0D07348g,-1.772330128
SAKL0D07392g,-3.187566001
SAKL0D07414g,-2.753550966
SAKL0D07436g,-3.595620087
SAKL0D07458g,-5.883257363
SAKL0D07480g,-4.316498783
SAKL0D07502g,-3.936701657
SAKL0D07524g,-3.939925191
SAKL0D07546g,-3.772236962
SAKL0D07568g,-3.57227948
SAKL0D07590g,-0.913313649
SAKL0D07612g,-2.627201129
SAKL0D07656g,-2.835260558
SAKL0D07678g,-4.578327148
SAKL0D07700g,-3.420414514
SAKL0D07722g,-0.938041847
SAKL0D07744g,-1.548984237
SAKL0D07810g,-2.354853
SAKL0D07832g,-4.792470879
SAKL0D07854g,-5.157127876
SAKL0D07898g,-3.87625866
SAKL0D07920g,-3.896467616
SAKL0D07942g,-3.158291277
SAKL0D07964g,-3.405232754
SAKL0D07986g,-4.973704051
SAKL0D08008g,-4.64413252
SAKL0D08030g,-3.679518385
SAKL0D08052g,-1.812619521
SAKL0D08074g,-2.513573242
SAKL0D08096g,-0.157734351
SAKL0D08162g,-5.364063878
SAKL0D08217g1,-5.763071778
SAKL0D08272g,-4.163509097
SAKL0D08294g,-2.084488701
SAKL0D08316g,3.069534859
SAKL0D08338g,-5.967995589
SAKL0D08360g,-1.282993844
SAKL0D08382g,-4.259926606
SAKL0D08404g,-1.731111433
SAKL0D08426g,-5.748274548
SAKL0D08492g,-0.696845218
SAKL0D08514g,-0.504491417
SAKL0D08536g,-3.389919453
SAKL0D08558g,-0.858948992
SAKL0D08580g,-3.190625781
SAKL0D08602g,-3.407422848
SAKL0D08624g,-3.390344864
SAKL0D08646g,-3.290107047
SAKL0D08668g,-1.592409019
SAKL0D08690g,-1.513835326
SAKL0D08712g,-0.388688455
SAKL0D08734g,-2.605084001
SAKL0D08756g,-4.06574184
SAKL0D08778g,-0.945129746
SAKL0D08800g,-2.514748155
SAKL0D08822g,-0.716265103
SAKL0D08844g,-1.287539169
SAKL0D08888g,-3.06617141
SAKL0D08910g,-2.343997662
SAKL0D08932g,-3.351372713
SAKL0D08954g,-4.002736455
SAKL0D08998g,-4.007370695
SAKL0D09020g,-5.673552942
SAKL0D09086g,-4.018029109
SAKL0D09108g,0.369229143
SAKL0D09130g,-0.315638833
SAKL0D09152g,0.508318263
SAKL0D09240g,-2.215382481
SAKL0D09262g,-2.754846437
SAKL0D09284g,-1.527058629
SAKL0D09306g,-2.10879426
SAKL0D09328g,-6.572712591
SAKL0D09350g,-3.914089289
SAKL0D09372g,-2.120834583
SAKL0D09394g,-2.062853173
SAKL0D09416g,-5.519324103
SAKL0D09438g,-3.623781074
SAKL0D09504g,-3.237297919
SAKL0D09526g,-2.583136511
SAKL0D09658g,-1.128472562
SAKL0D09680g,-5.355182936
SAKL0D09702g,-1.736519168
SAKL0D09724g,-2.850105187
SAKL0D09746g,-1.157822194
SAKL0D09768g,0.289262149
SAKL0D09790g,-5.436108029
SAKL0D09812g,-0.385142228
SAKL0D09834g,-3.309625738
SAKL0D09856g,-2.161744474
SAKL0D09878g,-4.3115615
SAKL0D09922g,-6.009454393
SAKL0D09944g,-3.854802007
SAKL0D09966g,-4.290810281
SAKL0D09988g,-2.430672321
SAKL0D10032g,-3.684127195
SAKL0D10054g,-4.50841936
SAKL0D10098g,0.320223037
SAKL0D10120g,-1.503199889
SAKL0D10131g,-3.54739014
SAKL0D10164g,-5.880406527
SAKL0D10186g,-0.992433667
SAKL0D10208g,-1.419852535
SAKL0D10252g,-2.194857894
SAKL0D10274g,-2.032094663
SAKL0D10296g,-3.588357215
SAKL0D10318g,-2.982189046
SAKL0D10340g,-3.350393817
SAKL0D10362g,-5.063330367
SAKL0D10384g,2.754682089
SAKL0D10406g,-2.942617335
SAKL0D10428g,-2.669225707
SAKL0D10450g,-5.668369104
SAKL0D10472g,-4.281388994
SAKL0D10494g,-2.502282645
SAKL0D10538g,-3.103515771
SAKL0D10560g,-5.433048165
SAKL0D10582g,-3.425718217
SAKL0D10604g,-3.683890426
SAKL0D10626g,-3.161542949
SAKL0D10736g,-1.528155021
SAKL0D10758g,-1.833636247
SAKL0D10780g,-3.580110783
SAKL0D10802g,-3.088951588
SAKL0D10824g,-4.20060793
SAKL0D10846g,-2.405183738
SAKL0D10868g,-3.269491688
SAKL0D10890g,-3.045438589
SAKL0D10912g,-4.0854008
SAKL0D10934g,-3.529620511
SAKL0D11000g,-4.331127652
SAKL0D11022g,-0.13290111
SAKL0D11044g,-1.90256778
SAKL0D11066g,-3.464148209
SAKL0D11088g,-1.726475125
SAKL0D11110g,-1.453888067
SAKL0D11132g,-2.086458676
SAKL0D11154g,-1.54247976
SAKL0D11198g,-4.071942016
SAKL0D11220g,-3.45836528
SAKL0D11242g,0.723123947
SAKL0D11264g,-4.442055882
SAKL0D11286g,-3.866455879
SAKL0D11308g,-1.929345229
SAKL0D11330g,1.529767739
SAKL0D11352g,-2.849325712
SAKL0D11374g,-1.730117808
SAKL0D11396g,-1.190609048
SAKL0D11418g,0.736082144
SAKL0D11440g,-3.529361156
SAKL0D11484g,-2.846735764
SAKL0D11506g,-2.917402715
SAKL0D11528g,-2.609233757
SAKL0D11616g,-1.843054654
SAKL0D11638g,1.204056294
SAKL0D11660g,-1.733591692
SAKL0D11682g,-1.154011773
SAKL0D11704g,-2.647810269
SAKL0D11748g,-4.040824343
SAKL0D11770g,3.231499797
SAKL0D11792g,-0.740181671
SAKL0D11814g,-1.0831167
SAKL0D11836g,-3.189568525
SAKL0D11858g,2.597843658
SAKL0D11880g,-0.76827493
SAKL0D11902g,-4.020963209
SAKL0D11924g,-1.343849047
SAKL0D11946g,-3.651062965
SAKL0D11968g,-4.03027265
SAKL0D11990g,-2.753145964
SAKL0D12012g,-2.157044184
SAKL0D12034g,-0.15005343
SAKL0D12056g,-3.458414781
SAKL0D12100g,-4.619446665
SAKL0D12122g,-2.110457028
SAKL0D12188g,-4.171655568
SAKL0D12210g,-3.183133176
SAKL0D12232g,-3.441402459
SAKL0D12254g,-3.743468645
SAKL0D12276g,-3.854746701
SAKL0D12320g,-0.816329573
SAKL0D12342g,-2.075920572
SAKL0D12364g,-2.996805422
SAKL0D12386g,-2.458651026
SAKL0D12430g,0.073374747
SAKL0D12452g,-3.74681646
SAKL0D12474g,-3.265814251
SAKL0D12496g,-5.674819558
SAKL0D12562g,-2.686665065
SAKL0D12584g,-2.858138729
SAKL0D12606g,-4.125767977
SAKL0D12628g,-2.431766158
SAKL0D12650g,-2.087540299
SAKL0D12672g,-2.735604881
SAKL0D12694g,-3.645556241
SAKL0D12716g,-3.598819126
SAKL0D12738g,-2.787503276
SAKL0D12760g,-0.292471868
SAKL0D12782g,0.180090115
SAKL0D12804g,-1.052865852
SAKL0D12826g,-2.52611363
SAKL0D12848g,-3.77649238
SAKL0D12870g,-2.908844015
SAKL0D12892g,-2.543468663
SAKL0D12914g,-1.49920116
SAKL0D12936g,-1.593731465
SAKL0D12958g,-0.345038832
SAKL0D12980g,-2.967867146
SAKL0D13002g,-2.028448403
SAKL0D13024g,-2.649033614
SAKL0D13046g,-1.31760133
SAKL0D13068g,-4.193042178
SAKL0D13090g,-4.355031899
SAKL0D13112g,-5.526026463
SAKL0D13134g,-2.900319869
SAKL0D13156g,-3.247276455
SAKL0D13178g,-2.144659925
SAKL0D13222g,0.336289885
SAKL0D13244g,-1.947745962
SAKL0D13376g,-1.712117957
SAKL0D13398g,0.136872632
SAKL0D13420g,-3.410449937
SAKL0D13442g,-2.6416779
SAKL0D13464g,-4.190923724
SAKL0D13486g,-3.157394215
SAKL0D13508g,-3.290039843
SAKL0D13530g,-4.12084632
SAKL0D13552g,-2.962985274
SAKL0D13574g,-2.580482776
SAKL0D13596g,-3.283853202
SAKL0D13618g,-4.146248159
SAKL0D13662g,-6.196577758
SAKL0D13684g,-1.067561344
SAKL0D13706g,-5.068921554
SAKL0D13728g,-3.99208436
SAKL0D13750g,-4.510591055
SAKL0D13772g,-5.120351589
SAKL0D13794g,2.729508621
SAKL0D13816g,-2.160798695
SAKL0D13838g,-4.496331185
SAKL0D13860g,-2.570469046
SAKL0D13882g,-3.342893991
SAKL0D13904g,-1.636961572
SAKL0D13926g,-3.982601533
SAKL0D13948g,-2.061893543
SAKL0D13970g,-3.011442707
SAKL0D13992g,2.769378475
SAKL0D14014g,-4.354743036
SAKL0D14036g,-0.559724275
SAKL0D14058g,-2.294407061
SAKL0D14080g,-3.872884047
SAKL0D14102g,-4.306794887
SAKL0D14124g,-0.689655247
SAKL0D14168g,-0.648000005
SAKL0D14190g,-2.00834197
SAKL0D14212g,-3.280994436
SAKL0D14234g,-2.435825675
SAKL0D14256g,-3.435145125
SAKL0D14278g,-3.878200425
SAKL0D14300g,-1.374759446
SAKL0D14322g,-2.171975873
SAKL0D14344g,-2.513211945
SAKL0D14366g,-0.655047958
SAKL0D14388g,-2.9933116
SAKL0D14410g,-2.929170658
SAKL0D14432g,0.570440406
SAKL0D14454g,-4.200304309
SAKL0D14476g,-0.60674627
SAKL0D14498g,-2.614075824
SAKL0D14520g,-3.374899137
SAKL0D14542g,-3.827853025
SAKL0D14564g,-0.720938847
SAKL0D14586g,-3.909719031
SAKL0D14608g,-5.404544124
SAKL0D14630g,-2.675324226
SAKL0D14652g,-4.510571462
SAKL0D14674g,-1.849813558
SAKL0D14696g,3.216603495
SAKL0D14718g,-1.313355408
SAKL0D14740g,-3.097273485
SAKL0D14762g,-3.095727741
SAKL0D14784g,-3.699872652
SAKL0D14806g,-4.667663588
SAKL0D14828g,-1.526124394
SAKL0D14850g,-1.590044803
SAKL0D14872g,-1.601519191
SAKL0D14894g,-4.467559989
SAKL0D14916g,-4.138907337
SAKL0D14938g,-4.362525971
SAKL0D14960g,-5.040398037
SAKL0D14982g,0.935883334
SAKL0D15026g,-6.035957491
SAKL0D15070g,-4.745787792
SAKL0D15092g,-5.412097391
SAKL0D15114g,-4.003983302
SAKL0D15136g,-5.967294159
SAKL0D15158g,-0.936558045
SAKL0D15180g,-2.675925859
SAKL0D15202g,-5.630022209
SAKL0D15224g,-4.859535607
SAKL0D15268g,-1.311750748
SAKL0D15290g,-3.558731827
SAKL0D15312g,-2.83200892
SAKL0D15334g,-4.781127822
SAKL0D15400g,-3.457778134
SAKL0D15422g,-6.230645742
