Gene,PhiValue,PhiValue
void,0.0680199591392882,0.0680199591392882
void,0.0226314949194687,0.0226314949194687
void,47.2803882811397,47.2803882811397
void,0.955844361491599,0.955844361491599
void,0.285084846924379,0.285084846924379
void,0.0877321022600739,0.0877321022600739
void,0.0444114084879145,0.0444114084879145
void,0.0499030890041946,0.0499030890041946
void,7.75663549930768,7.75663549930768
void,0.172091323530594,0.172091323530594
void,0.194083430874487,0.194083430874487
void,0.0740752761090119,0.0740752761090119
void,0.911908127229235,0.911908127229235
void,0.0593165901528953,0.0593165901528953
void,0.219313077911147,0.219313077911147
void,0.0790186038292977,0.0790186038292977
void,0.31442367998212,0.31442367998212
void,0.207598820040219,0.207598820040219
void,1.03823809239906,1.03823809239906
void,0.0338522580207681,0.0338522580207681
void,0.961847325323842,0.961847325323842
void,0.147651722860104,0.147651722860104
void,0.0859937696455584,0.0859937696455584
void,0.0116928016691794,0.0116928016691794
void,0.0872001115170182,0.0872001115170182
void,0.0381746031197138,0.0381746031197138
void,0.124354799244538,0.124354799244538
void,0.204849285605432,0.204849285605432
void,0.00763427498536912,0.00763427498536912
void,0.0787706454373206,0.0787706454373206
void,2.40941433741843,2.40941433741843
void,1.2578511882862,1.2578511882862
void,0.00592455308270574,0.00592455308270574
void,99.6289367961742,99.6289367961742
void,0.27055208037179,0.27055208037179
void,0.0552707895048415,0.0552707895048415
void,0.126339417873555,0.126339417873555
void,0.734243079573305,0.734243079573305
void,0.156424080377046,0.156424080377046
void,5.69694165739311,5.69694165739311
void,0.0454200609869737,0.0454200609869737
void,0.0454711672444684,0.0454711672444684
void,0.358215415303498,0.358215415303498
void,0.0616245423786207,0.0616245423786207
void,0.206835910776558,0.206835910776558
void,0.0636097340621089,0.0636097340621089
void,0.0387978206626199,0.0387978206626199
void,0.0832233762037627,0.0832233762037627
void,0.720712573222684,0.720712573222684
void,0.483758955520872,0.483758955520872
void,0.0399451159551324,0.0399451159551324
void,0.0152337335160467,0.0152337335160467
void,1.72071461960396,1.72071461960396
void,0.418409289152124,0.418409289152124
void,0.0738939692188301,0.0738939692188301
void,0.452326456106034,0.452326456106034
void,0.0886746283996465,0.0886746283996465
void,0.269855774572425,0.269855774572425
void,1.9605689209766,1.9605689209766
void,0.0634152225163304,0.0634152225163304
void,0.0258294584062579,0.0258294584062579
void,0.00566313096525014,0.00566313096525014
void,0.285975858828975,0.285975858828975
void,0.209697478796437,0.209697478796437
void,0.0376628939833665,0.0376628939833665
void,0.101699003526996,0.101699003526996
void,0.172076660532055,0.172076660532055
void,0.0375870672365323,0.0375870672365323
void,0.487925646599951,0.487925646599951
void,0.855132589769469,0.855132589769469
void,0.0587675591660935,0.0587675591660935
void,0.146219639905774,0.146219639905774
void,0.109528482147976,0.109528482147976
void,0.140868648846203,0.140868648846203
void,0.0298371952397106,0.0298371952397106
void,0.128692163740681,0.128692163740681
void,0.174418870608903,0.174418870608903
void,0.329261594228697,0.329261594228697
void,0.0212143847004241,0.0212143847004241
void,0.104981046110598,0.104981046110598
void,0.476940056442369,0.476940056442369
void,0.191161724789681,0.191161724789681
void,1.09323351322859,1.09323351322859
void,7.4833428372502,7.4833428372502
void,0.0198190812139167,0.0198190812139167
void,3.99712342344391,3.99712342344391
void,0.0496332863989109,0.0496332863989109
void,1.29287398076215,1.29287398076215
void,0.275365784121577,0.275365784121577
void,0.0648646507965509,0.0648646507965509
void,0.159539593923363,0.159539593923363
void,0.950774580857746,0.950774580857746
void,0.079229138516349,0.079229138516349
void,0.341302547377122,0.341302547377122
void,2.30837344638757,2.30837344638757
void,1.02715730069803,1.02715730069803
void,1.94833661031651,1.94833661031651
void,0.250411700191413,0.250411700191413
void,0.667123108606323,0.667123108606323
void,0.14729410159084,0.14729410159084
void,0.628144321059807,0.628144321059807
void,0.849224436367477,0.849224436367477
void,0.590152162056161,0.590152162056161
void,0.0207654132452402,0.0207654132452402
void,0.177806563601688,0.177806563601688
void,0.137300427957277,0.137300427957277
void,0.561630618360992,0.561630618360992
void,0.52184336153861,0.52184336153861
void,1.42380079936433,1.42380079936433
void,0.0526524073708627,0.0526524073708627
void,0.039603778961801,0.039603778961801
void,0.162890898573107,0.162890898573107
void,0.0324794161990554,0.0324794161990554
void,0.419024710029239,0.419024710029239
void,0.120830725171092,0.120830725171092
void,0.605452166040651,0.605452166040651
void,0.276836931554927,0.276836931554927
void,0.0664935723867521,0.0664935723867521
void,0.0126492135867365,0.0126492135867365
void,2.78249667140368,2.78249667140368
void,0.141384012899257,0.141384012899257
void,0.0296862221125355,0.0296862221125355
void,0.150393474843977,0.150393474843977
void,0.128998074993268,0.128998074993268
void,0.0409615112431005,0.0409615112431005
void,0.134375989308963,0.134375989308963
void,0.0815300072833639,0.0815300072833639
void,0.00636046514267109,0.00636046514267109
void,0.0658201838993821,0.0658201838993821
void,0.544001549232869,0.544001549232869
void,1.1667246696422,1.1667246696422
void,0.0848051283453926,0.0848051283453926
void,0.430023057538873,0.430023057538873
void,0.0546764421277788,0.0546764421277788
void,0.0654437475974529,0.0654437475974529
void,0.120046501606518,0.120046501606518
void,2.94509342306279,2.94509342306279
void,0.0707821753676754,0.0707821753676754
void,0.503035065436519,0.503035065436519
void,0.139323807883418,0.139323807883418
void,0.0534055153119781,0.0534055153119781
void,0.133552236189505,0.133552236189505
void,0.0262146310276029,0.0262146310276029
void,0.126752375361468,0.126752375361468
void,0.0885435948226507,0.0885435948226507
void,0.197368137806387,0.197368137806387
void,0.0996264495066637,0.0996264495066637
void,0.0862291849074086,0.0862291849074086
void,0.0628992463762074,0.0628992463762074
void,0.0604236169261689,0.0604236169261689
void,0.0633663698944574,0.0633663698944574
void,0.00197554259178235,0.00197554259178235
void,20.9699712042661,20.9699712042661
void,0.573248508228499,0.573248508228499
void,0.462677675558085,0.462677675558085
void,0.34932729055905,0.34932729055905
void,0.00250065637401404,0.00250065637401404
void,0.036606842644755,0.036606842644755
void,0.144037454017563,0.144037454017563
void,0.174909381543805,0.174909381543805
void,0.0949174686431857,0.0949174686431857
void,5.53096522923574,5.53096522923574
void,0.474779625687409,0.474779625687409
void,0.118337740947702,0.118337740947702
void,0.368403187785476,0.368403187785476
void,0.0596327300319588,0.0596327300319588
void,0.715212177702859,0.715212177702859
void,0.852471708605229,0.852471708605229
void,0.572362432999411,0.572362432999411
void,0.169533008044937,0.169533008044937
void,0.286907658320852,0.286907658320852
void,1.19243628311454,1.19243628311454
void,0.179686583780543,0.179686583780543
void,0.211997087836892,0.211997087836892
void,0.0427769898847158,0.0427769898847158
void,0.0354944219939175,0.0354944219939175
void,0.355994285283197,0.355994285283197
void,0.0720193164550298,0.0720193164550298
void,5.88779247771447,5.88779247771447
void,0.468300850768089,0.468300850768089
void,1.00474937633619,1.00474937633619
void,0.350245650280973,0.350245650280973
void,0.146713073906288,0.146713073906288
void,0.0764490377427275,0.0764490377427275
void,0.216550752014373,0.216550752014373
void,0.273795144485026,0.273795144485026
void,0.260167267325325,0.260167267325325
void,0.207760736135405,0.207760736135405
void,0.105663632607406,0.105663632607406
void,0.292655955218128,0.292655955218128
void,0.292979571477481,0.292979571477481
void,0.00264592038899524,0.00264592038899524
void,0.120372901188315,0.120372901188315
void,0.185604357489404,0.185604357489404
void,2.82656186367612,2.82656186367612
