A.GCA,A.GCC,A.GCG,C.TGC,D.GAC,E.GAA,F.TTC,G.GGA,G.GGC,G.GGG,H.CAC,I.ATA,I.ATC,K.AAA,L.CTA,L.CTC,L.CTG,L.CTT,L.TTA,N.AAC,P.CCA,P.CCC,P.CCG,Q.CAA,R.AGA,R.AGG,R.CGA,R.CGC,R.CGG,S.TCA,S.TCC,S.TCG,T.ACA,T.ACC,T.ACG,V.GTA,V.GTC,V.GTG,Y.TAC,Z.AGT,
-0.990082,-1.32762,-1.191,-1.10173,-1.58436,1.05377,0.125749,0.0824913,-1.63044,-0.475869,-1.37328,0.620286,-1.04118,0.924753,0.528914,-0.605503,-1.7569,-0.0614146,2.33567,-1.7255,-0.889498,-1.15608,-1.45586,1.32753,-0.872078,-1.0304,0.0581701,-0.837684,-0.741187,0.336268,-0.667616,-0.798432,-1.16002,-1.63871,-1.61882,0.400235,-0.599592,-1.16397,-1.68349,-1.55007,
-0.990082,-1.32762,-1.191,-1.18012,-1.59457,1.07467,0.125749,0.123274,-1.55231,-0.330006,-1.42219,0.64118,-0.992038,0.896872,0.577403,-0.556278,-1.75924,-0.0172862,2.37271,-1.90188,-0.829436,-1.18866,-1.33775,1.32753,-0.885797,-1.07377,0.174443,-0.918125,-0.740905,0.47794,-0.714609,-0.799276,-1.16002,-1.63871,-1.61882,0.652741,-0.382761,-1.32809,-1.71602,-1.55007,
-0.990082,-1.32762,-1.191,-1.07291,-1.48652,1.07467,0.114001,0.302551,-1.578,-0.451113,-1.35607,0.606069,-0.982791,0.94806,0.58019,-0.444399,-1.64893,-0.0387208,2.14193,-1.90188,-0.807879,-1.1294,-1.33036,1.30791,-0.846808,-1.065,0.108995,-0.900251,-0.750382,0.47794,-0.714609,-0.799276,-1.16074,-1.77723,-1.60882,0.91681,-0.571177,-1.23703,-1.68572,-1.46132,
-1.04481,-1.3017,-1.20539,-1.1113,-1.48652,1.07467,0.183318,0.192108,-1.55783,-0.391639,-1.35607,0.606069,-0.982791,0.94806,0.642077,-0.252521,-1.55289,0.0138145,2.31357,-1.95904,-0.711849,-1.14609,-1.34196,1.36846,-0.86641,-1.16684,0.157123,-0.81281,-0.75221,0.47794,-0.714609,-0.799276,-1.16074,-1.77723,-1.60882,0.91681,-0.571177,-1.23703,-1.69887,-1.53304,
-1.04481,-1.3017,-1.20539,-1.14169,-1.48652,1.07467,0.16611,0.192108,-1.55783,-0.391639,-1.39759,0.53857,-1.01411,0.94806,0.859967,-0.286568,-1.40921,0.318942,2.31904,-1.88058,-0.742418,-1.12803,-1.29851,1.40952,-0.86641,-1.16684,0.157123,-0.81281,-0.75221,0.47794,-0.714609,-0.799276,-1.01557,-1.65196,-1.5172,0.860815,-0.575875,-1.22519,-1.62321,-1.53304,
-1.04481,-1.3017,-1.20539,-1.14717,-1.48652,1.07467,0.15848,0.192108,-1.55783,-0.391639,-1.32546,0.53857,-1.01411,0.94806,0.859967,-0.286568,-1.40921,0.318942,2.31904,-1.83572,-0.742418,-1.12803,-1.29851,1.37409,-0.86641,-1.16684,0.157123,-0.81281,-0.75221,0.47794,-0.714609,-0.799276,-0.974029,-1.56903,-1.33817,0.860815,-0.575875,-1.22519,-1.5863,-1.46068,
-1.04481,-1.3017,-1.20539,-1.15993,-1.48652,1.07467,0.0965178,0.192108,-1.55783,-0.391639,-1.32546,0.53857,-1.01411,0.94806,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.89586,-0.742418,-1.12803,-1.29851,1.37409,-0.834539,-1.14134,0.359144,-0.952276,-0.645816,0.47794,-0.714609,-0.799276,-0.908982,-1.52214,-1.31728,0.966717,-0.53774,-1.28124,-1.6061,-1.54823,
-1.04481,-1.3017,-1.20539,-1.13731,-1.51667,1.00349,0.125858,0.192108,-1.55783,-0.391639,-1.32555,0.53857,-1.01411,0.94806,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.89586,-0.742418,-1.12803,-1.29851,1.37409,-0.834539,-1.14134,0.359144,-0.952276,-0.645816,0.47794,-0.714609,-0.799276,-0.879087,-1.54388,-1.36377,0.966717,-0.53774,-1.28124,-1.6061,-1.5693,
-1.10634,-1.28361,-1.2278,-1.18497,-1.52735,1.04457,0.13848,0.192108,-1.55783,-0.391639,-1.42029,0.53857,-1.01411,0.932123,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.87093,-0.742418,-1.12803,-1.29851,1.37409,-0.834539,-1.14134,0.359144,-0.952276,-0.645816,0.47794,-0.714609,-0.799276,-0.879087,-1.54388,-1.36377,0.942224,-0.559956,-1.24711,-1.6061,-1.5693,
-1.10634,-1.28361,-1.2278,-1.19554,-1.47722,1.1017,0.154061,0.192108,-1.55783,-0.391639,-1.4674,0.481234,-1.13988,0.932123,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.87093,-0.658122,-1.10937,-1.28629,1.31564,-0.749721,-1.27058,0.437157,-0.915663,-0.600137,0.47794,-0.714609,-0.799276,-0.883373,-1.61936,-1.44645,1.00972,-0.526,-1.17661,-1.6061,-1.51415,
-1.10634,-1.28361,-1.2278,-1.07892,-1.47722,1.1017,0.154061,0.192108,-1.55783,-0.391639,-1.47752,0.481234,-1.13988,0.932123,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.87093,-0.658122,-1.10937,-1.28629,1.31564,-0.749721,-1.27058,0.437157,-0.915663,-0.600137,0.47794,-0.714609,-0.799276,-0.883373,-1.61936,-1.44645,1.00972,-0.526,-1.17661,-1.57402,-1.49669,
-0.984554,-1.22452,-1.27174,-1.18393,-1.43076,1.10151,0.15447,0.192108,-1.55783,-0.391639,-1.4683,0.481234,-1.13988,0.93913,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.90625,-0.663597,-1.16865,-1.29186,1.3196,-0.694311,-1.18534,0.530705,-0.883101,-0.789629,0.47794,-0.714609,-0.799276,-0.843631,-1.55015,-1.37524,0.809055,-0.637805,-1.19991,-1.63636,-1.43442,
-0.984554,-1.22452,-1.27174,-1.19169,-1.43076,1.09201,0.15447,0.192108,-1.55783,-0.391639,-1.40044,0.491532,-1.05796,0.919349,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.88421,-0.619046,-1.11982,-1.30127,1.3607,-0.694311,-1.18534,0.530705,-0.883101,-0.789629,0.47794,-0.714609,-0.799276,-0.811908,-1.44396,-1.41334,0.947171,-0.690902,-1.19533,-1.65089,-1.54025,
-0.974454,-1.27697,-1.24107,-1.22927,-1.47773,1.09201,0.15447,0.287294,-1.53002,-0.512129,-1.30712,0.491532,-1.05796,0.955354,0.883449,-0.240504,-1.36932,0.384503,2.32003,-1.8389,-0.642609,-1.12471,-1.25695,1.34276,-0.710917,-1.09483,0.637462,-0.912269,-0.702094,0.47794,-0.714609,-0.799276,-0.811908,-1.44396,-1.41334,0.947171,-0.690902,-1.19533,-1.6802,-1.54923,
-0.735561,-1.2235,-1.2791,-1.24353,-1.47773,1.09201,0.133281,0.287294,-1.53002,-0.512129,-1.33907,0.459476,-1.04633,0.955354,0.835975,-0.116659,-1.39766,0.391825,2.26077,-1.8389,-0.67027,-1.14623,-1.20984,1.36598,-0.710917,-1.09483,0.637462,-0.912269,-0.702094,0.47794,-0.714609,-0.799276,-0.811908,-1.44396,-1.41334,0.947171,-0.690902,-1.19533,-1.60677,-1.50831,
-0.789819,-1.18166,-1.17409,-1.10905,-1.4694,1.09201,0.133281,0.242229,-1.46544,-0.509308,-1.31425,0.459476,-1.04633,0.968061,0.722341,-0.168411,-1.40471,0.364104,2.13017,-1.8389,-0.670475,-1.12181,-1.24944,1.43543,-0.710917,-1.09483,0.637462,-0.912269,-0.702094,0.457022,-0.649528,-0.778336,-0.811908,-1.44396,-1.41334,0.947171,-0.690902,-1.19533,-1.58814,-1.50831,
-0.789819,-1.18166,-1.17409,-1.1036,-1.4694,1.08827,0.133281,0.141525,-1.56375,-0.521089,-1.31425,0.459476,-1.04633,0.968061,0.722341,-0.168411,-1.40471,0.364104,2.13017,-1.8389,-0.670475,-1.12181,-1.24944,1.43543,-0.710917,-1.09483,0.637462,-0.912269,-0.702094,0.489617,-0.56343,-0.802168,-0.846279,-1.49551,-1.36441,0.916745,-0.660285,-1.24786,-1.62046,-1.49941,
-0.755376,-1.23647,-1.1538,-1.15153,-1.52061,1.08827,0.112461,0.261157,-1.49934,-0.377134,-1.39754,0.459476,-1.04633,0.968061,0.780572,-0.227276,-1.36738,0.41163,2.12949,-1.90218,-0.670475,-1.12181,-1.24944,1.43543,-0.710917,-1.09483,0.637462,-0.912269,-0.702094,0.482496,-0.648366,-0.810338,-0.846279,-1.49551,-1.36441,1.01344,-0.691192,-1.29378,-1.66865,-1.57133,
-0.798612,-1.15053,-1.13852,-1.07541,-1.53414,1.08426,0.135055,0.261157,-1.49934,-0.377134,-1.4712,0.433399,-1.12695,0.957883,0.780572,-0.227276,-1.36738,0.41163,2.12949,-1.90026,-0.670475,-1.12181,-1.24944,1.43543,-0.732008,-1.06922,0.635359,-0.855207,-0.658715,0.405115,-0.597249,-0.804,-0.846279,-1.49551,-1.36441,1.01344,-0.691192,-1.29378,-1.65329,-1.45962,
-0.798612,-1.15053,-1.13852,-1.20472,-1.53414,1.09358,0.135055,0.261157,-1.49934,-0.377134,-1.37712,0.433399,-1.12695,0.995282,0.851241,-0.213885,-1.34039,0.531411,2.14867,-1.83399,-0.670475,-1.12181,-1.24944,1.46546,-0.732008,-1.06922,0.635359,-0.855207,-0.658715,0.405115,-0.597249,-0.804,-0.846279,-1.49551,-1.36441,0.916164,-0.619229,-1.1391,-1.65567,-1.49223,
-0.887394,-1.27533,-1.13565,-1.27567,-1.46596,1.0737,0.143377,0.261157,-1.49934,-0.377134,-1.37712,0.433399,-1.12695,0.995282,0.983704,-0.233718,-1.23647,0.440296,2.29296,-1.83435,-0.647232,-1.04733,-1.2459,1.41998,-0.805213,-1.1217,0.57576,-0.872745,-0.712362,0.405115,-0.597249,-0.804,-0.846279,-1.49551,-1.36441,0.861032,-0.719251,-1.27868,-1.66546,-1.51457,
-0.891667,-1.25998,-1.13193,-1.25592,-1.44171,1.06691,0.136419,0.233481,-1.48256,-0.449492,-1.3186,0.433399,-1.12695,0.998259,0.96247,-0.258466,-1.34907,0.519343,2.26482,-1.83435,-0.63446,-1.02646,-1.24879,1.44822,-0.805213,-1.1217,0.57576,-0.872745,-0.712362,0.405115,-0.597249,-0.804,-0.846279,-1.49551,-1.36441,0.921298,-0.744126,-1.23919,-1.57779,-1.52259,
-0.802044,-1.14547,-1.07329,-1.24678,-1.45595,1.01588,0.201444,0.235514,-1.5366,-0.420634,-1.3329,0.433399,-1.12695,0.998259,0.96247,-0.258466,-1.34907,0.519343,2.26482,-1.83435,-0.63446,-1.02646,-1.24879,1.44822,-0.823063,-1.09753,0.575808,-0.85375,-0.702721,0.405115,-0.597249,-0.804,-0.827902,-1.42661,-1.36718,0.921298,-0.744126,-1.23919,-1.54338,-1.5335,
-0.802044,-1.14547,-1.07329,-1.06952,-1.45595,1.01588,0.149088,0.235514,-1.5366,-0.420634,-1.37827,0.433399,-1.12695,0.970532,0.914866,-0.233134,-1.36405,0.516549,2.27908,-1.87998,-0.63446,-1.02646,-1.24879,1.44822,-0.823063,-1.09753,0.575808,-0.85375,-0.702721,0.405115,-0.597249,-0.804,-0.827902,-1.42661,-1.36718,0.921298,-0.744126,-1.23919,-1.57873,-1.47277,
-0.802044,-1.14547,-1.07329,-1.06952,-1.45595,1.08067,0.144268,0.235514,-1.5366,-0.420634,-1.35562,0.433399,-1.12695,0.992255,0.896542,-0.204393,-1.38802,0.472027,2.44519,-1.84499,-0.524577,-1.04633,-1.18839,1.44822,-0.755167,-1.10793,0.761364,-0.794702,-0.727176,0.470509,-0.674505,-0.785845,-0.823488,-1.44514,-1.32649,0.913435,-0.715144,-1.26584,-1.63422,-1.49192,
-0.802044,-1.14547,-1.07329,-1.1332,-1.45595,1.0753,0.203776,0.235514,-1.5366,-0.420634,-1.40875,0.36822,-1.07926,0.919539,0.896542,-0.204393,-1.38802,0.472027,2.44519,-1.84499,-0.533572,-1.01943,-1.16513,1.41858,-0.755167,-1.10793,0.761364,-0.794702,-0.727176,0.470509,-0.674505,-0.785845,-0.801154,-1.38614,-1.28952,0.913435,-0.715144,-1.26584,-1.65885,-1.48435,
-0.8839,-1.1561,-1.1341,-1.16606,-1.48832,1.06076,0.203776,0.235514,-1.5366,-0.420634,-1.35393,0.397163,-1.05288,0.944231,0.896542,-0.204393,-1.38802,0.472027,2.44519,-1.83551,-0.533572,-1.01943,-1.16513,1.39713,-0.755167,-1.10793,0.761364,-0.794702,-0.727176,0.470509,-0.674505,-0.785845,-0.716068,-1.45891,-1.31868,0.913435,-0.715144,-1.26584,-1.58572,-1.49504,
-0.8839,-1.1561,-1.1341,-1.18401,-1.54911,1.06076,0.203776,0.165529,-1.53558,-0.46282,-1.38231,0.397163,-1.05288,0.944231,0.857942,-0.119391,-1.27893,0.548726,2.37462,-1.78668,-0.533572,-1.01943,-1.16513,1.39713,-0.792488,-1.1049,0.736158,-0.7489,-0.812948,0.470509,-0.674505,-0.785845,-0.716068,-1.45891,-1.31868,0.918602,-0.72927,-1.28749,-1.64747,-1.49504,
-0.8839,-1.1561,-1.1341,-1.1405,-1.53279,1.06076,0.203776,0.165529,-1.53558,-0.46282,-1.38231,0.433905,-1.05871,0.964176,0.868104,-0.184763,-1.34124,0.467125,2.32688,-1.79026,-0.58414,-1.08601,-1.20963,1.39366,-0.792488,-1.1049,0.736158,-0.7489,-0.812948,0.470509,-0.674505,-0.785845,-0.716068,-1.45891,-1.31868,0.918602,-0.72927,-1.28749,-1.61488,-1.49504,
-0.8839,-1.1561,-1.1341,-1.08597,-1.54893,1.10699,0.117033,0.165529,-1.53558,-0.46282,-1.38231,0.401988,-1.09935,0.964176,0.868104,-0.184763,-1.34124,0.467125,2.32688,-1.86126,-0.551146,-1.03771,-1.22161,1.40015,-0.792488,-1.1049,0.736158,-0.7489,-0.812948,0.470509,-0.674505,-0.785845,-0.716068,-1.45891,-1.31868,0.918602,-0.72927,-1.28749,-1.61488,-1.49504,
-0.8839,-1.1561,-1.1341,-1.10897,-1.54523,1.06464,0.165267,0.165529,-1.53558,-0.46282,-1.36243,0.504399,-1.09194,0.947037,0.868104,-0.184763,-1.34124,0.467125,2.32688,-1.86126,-0.551146,-1.03771,-1.22161,1.40015,-0.850542,-1.14252,0.69798,-0.780513,-0.790267,0.470509,-0.674505,-0.785845,-0.72419,-1.47213,-1.33012,0.918602,-0.72927,-1.28749,-1.613,-1.49504,
-0.8839,-1.1561,-1.1341,-1.17534,-1.50961,1.08027,0.165267,0.209418,-1.51965,-0.468613,-1.38305,0.504399,-1.09194,0.9559,0.90648,-0.18648,-1.32241,0.57848,2.22605,-1.82951,-0.551146,-1.03771,-1.22161,1.4147,-0.850542,-1.14252,0.69798,-0.780513,-0.790267,0.487123,-0.681141,-0.805397,-0.72419,-1.47213,-1.33012,0.925247,-0.603637,-1.2713,-1.57792,-1.55333,
-0.8839,-1.1561,-1.1341,-1.18447,-1.48909,1.07592,0.132858,0.209418,-1.51965,-0.468613,-1.33708,0.504399,-1.09194,0.975912,0.878714,-0.166067,-1.32753,0.571949,2.21933,-1.81732,-0.588196,-1.06827,-1.23436,1.4147,-0.803323,-1.16026,0.600405,-0.810329,-0.77517,0.491018,-0.661249,-0.82025,-0.796957,-1.41824,-1.30407,0.936175,-0.611964,-1.22076,-1.59745,-1.54966,
-0.8839,-1.1561,-1.1341,-1.20868,-1.48909,1.05714,0.1616,0.209418,-1.51965,-0.468613,-1.32248,0.504399,-1.09194,0.912402,0.832853,-0.194293,-1.32065,0.56562,2.20416,-1.936,-0.606639,-1.08919,-1.28951,1.4147,-0.803323,-1.16026,0.600405,-0.810329,-0.77517,0.495127,-0.628958,-0.809476,-0.790784,-1.38205,-1.28188,0.936175,-0.611964,-1.22076,-1.60639,-1.51283,
-0.908771,-1.18323,-1.12278,-1.21767,-1.50632,1.06046,0.155523,0.209418,-1.51965,-0.468613,-1.31872,0.49641,-1.09112,0.912402,0.832853,-0.194293,-1.32065,0.56562,2.20416,-1.87101,-0.607721,-1.06444,-1.29581,1.4108,-0.803323,-1.16026,0.600405,-0.810329,-0.77517,0.495127,-0.628958,-0.809476,-0.790784,-1.38205,-1.28188,0.897679,-0.5513,-1.21125,-1.59541,-1.51283,
-0.908771,-1.18323,-1.12278,-1.20128,-1.50632,1.04079,0.158961,0.209418,-1.51965,-0.468613,-1.32825,0.474248,-1.1174,0.954397,0.832853,-0.194293,-1.32065,0.56562,2.20416,-1.82361,-0.591787,-1.10647,-1.23391,1.4461,-0.803323,-1.16026,0.600405,-0.810329,-0.77517,0.516049,-0.611407,-0.796733,-0.723212,-1.35744,-1.28875,0.897679,-0.5513,-1.21125,-1.594,-1.49894,
-0.891573,-1.23155,-1.16802,-1.21001,-1.49811,1.11176,0.158961,0.209418,-1.51965,-0.468613,-1.30251,0.474248,-1.1174,0.953831,0.806589,-0.252337,-1.35163,0.587799,2.19009,-1.78902,-0.591787,-1.10647,-1.23391,1.4461,-0.798207,-1.16242,0.61173,-0.82951,-0.792756,0.516049,-0.611407,-0.796733,-0.734423,-1.33195,-1.27134,0.910563,-0.553196,-1.22319,-1.62723,-1.56054,
-0.897458,-1.14892,-1.191,-1.13837,-1.55368,1.15733,0.175509,0.22046,-1.49477,-0.445668,-1.33937,0.434157,-1.11096,1.00897,0.777737,-0.170951,-1.36115,0.541512,2.20126,-1.81769,-0.591787,-1.10647,-1.23391,1.4461,-0.798207,-1.16242,0.61173,-0.82951,-0.792756,0.516049,-0.611407,-0.796733,-0.732927,-1.28973,-1.31422,0.910563,-0.553196,-1.22319,-1.60003,-1.51429,
-0.887046,-1.15809,-1.16518,-1.12832,-1.55337,1.06955,0.223132,0.22046,-1.49477,-0.445668,-1.33847,0.434157,-1.11096,0.978125,0.750582,-0.171129,-1.35902,0.571582,2.21009,-1.78593,-0.591787,-1.10647,-1.23391,1.4461,-0.808397,-1.19162,0.571545,-0.805557,-0.836534,0.52279,-0.636037,-0.768454,-0.732927,-1.28973,-1.31422,0.910563,-0.553196,-1.22319,-1.57189,-1.50984,
-0.847482,-1.17968,-1.10269,-1.27932,-1.56982,1.05238,0.152427,0.22046,-1.49477,-0.445668,-1.33847,0.434157,-1.11096,0.978125,0.701659,-0.140499,-1.36165,0.620375,2.22653,-1.8573,-0.591787,-1.10647,-1.23391,1.4461,-0.812836,-1.19226,0.549131,-0.844541,-0.808635,0.511848,-0.578396,-0.748613,-0.69467,-1.30213,-1.31834,0.970334,-0.539861,-1.18214,-1.57189,-1.47033,
-0.847482,-1.17968,-1.10269,-1.19055,-1.56982,1.08116,0.199171,0.22046,-1.49477,-0.445668,-1.31798,0.434157,-1.11096,0.978125,0.691645,-0.144808,-1.35003,0.582291,2.26254,-1.77572,-0.591787,-1.10647,-1.23391,1.4461,-0.888414,-1.2257,0.507309,-0.887692,-0.816267,0.571876,-0.580964,-0.712726,-0.69467,-1.30213,-1.31834,0.970334,-0.539861,-1.18214,-1.57189,-1.47838,
-0.847482,-1.17968,-1.10269,-1.19055,-1.57442,1.07257,0.166098,0.22046,-1.49477,-0.445668,-1.38939,0.434157,-1.11096,0.993171,0.642813,-0.162369,-1.33509,0.576775,2.31149,-1.79938,-0.58631,-1.07218,-1.25327,1.45107,-0.898529,-1.20537,0.495769,-0.931143,-0.851635,0.635825,-0.604341,-0.682868,-0.736097,-1.30027,-1.31707,0.989584,-0.509719,-1.13403,-1.67025,-1.43412,
-0.833844,-1.20489,-1.1628,-1.173,-1.53537,1.09733,0.166098,0.270373,-1.4844,-0.431822,-1.37892,0.479784,-1.07529,0.998828,0.66405,-0.129715,-1.32586,0.580435,2.31921,-1.79938,-0.58631,-1.07218,-1.25327,1.43281,-0.851179,-1.21601,0.52112,-0.932276,-0.871237,0.671407,-0.629136,-0.71699,-0.736097,-1.30027,-1.31707,0.932256,-0.539392,-1.1638,-1.65522,-1.46672,
-0.73562,-1.0987,-1.04891,-1.14998,-1.54557,1.09733,0.132767,0.29729,-1.47117,-0.460568,-1.35644,0.493457,-1.08164,0.98221,0.67946,-0.18201,-1.35805,0.602238,2.34679,-1.82305,-0.58631,-1.07218,-1.25327,1.43525,-0.888318,-1.21072,0.538708,-0.982572,-0.88613,0.635052,-0.592158,-0.723401,-0.694962,-1.30548,-1.28689,0.91618,-0.514344,-1.16366,-1.67975,-1.53352,
-0.73562,-1.0987,-1.04891,-1.19466,-1.57412,1.1029,0.132767,0.29729,-1.47117,-0.460568,-1.3539,0.524938,-1.08945,1.00023,0.67946,-0.18201,-1.35805,0.602238,2.34679,-1.82955,-0.504397,-1.05032,-1.23478,1.44996,-0.888318,-1.21072,0.538708,-0.982572,-0.88613,0.635052,-0.592158,-0.723401,-0.694962,-1.30548,-1.28689,0.89856,-0.515048,-1.18234,-1.65786,-1.57117,
-0.73562,-1.0987,-1.04891,-1.19466,-1.5328,1.12084,0.201397,0.284161,-1.53425,-0.488094,-1.37852,0.415744,-1.08537,0.973218,0.67946,-0.18201,-1.35805,0.602238,2.34679,-1.83204,-0.563855,-1.07882,-1.25952,1.42724,-0.91773,-1.25577,0.532043,-0.988813,-0.950323,0.588633,-0.592818,-0.767259,-0.686614,-1.29255,-1.31992,0.89856,-0.515048,-1.18234,-1.68552,-1.55387,
-0.73562,-1.0987,-1.04891,-1.13092,-1.51926,1.12903,0.209769,0.299941,-1.476,-0.427646,-1.30721,0.415744,-1.08537,0.943543,0.67946,-0.18201,-1.35805,0.602238,2.34679,-1.8655,-0.563774,-1.0772,-1.22891,1.51584,-0.943861,-1.21587,0.538345,-0.977001,-0.934985,0.564255,-0.61288,-0.793074,-0.689883,-1.28618,-1.27727,0.89856,-0.515048,-1.18234,-1.64856,-1.5264,
-0.73562,-1.0987,-1.04891,-1.12751,-1.51926,1.10848,0.228195,0.299941,-1.476,-0.427646,-1.38492,0.415744,-1.08537,1.01045,0.556104,-0.178918,-1.35955,0.605772,2.2425,-1.84633,-0.563774,-1.0772,-1.22891,1.51584,-0.943861,-1.21587,0.538345,-0.977001,-0.934985,0.566665,-0.664031,-0.811738,-0.698712,-1.27844,-1.26538,0.889191,-0.518893,-1.20863,-1.67153,-1.47919,
