<<<<<<< HEAD
A.GCA.deltaEta,0.832625,0.000592016
A.GCC.deltaEta,0.119538,0.000230846
A.GCG.deltaEta,1.10323,0.00134818
A.GCT.deltaEta,0,0
C.GCT.deltaEta,0.662052,0.000388979
C.TGC.deltaEta,0,0
D.TGC.deltaEta,-0.214081,0.000177858
D.TGT.deltaEta,0,0
E.TGT.deltaEta,-0.41835,0.000405367
E.GAC.deltaEta,0,0
F.GAC.deltaEta,-0.512137,0.000297347
F.GAT.deltaEta,0,0
G.GAT.deltaEta,1.43957,0.0010048
G.GAA.deltaEta,0.781376,0.000899361
G.GAG.deltaEta,1.24065,0.00129085
G.TTC.deltaEta,0,0
H.TTC.deltaEta,-0.350813,0.000307242
H.TTT.deltaEta,0,0
I.TTT.deltaEta,1.3728,0.000984466
I.GGA.deltaEta,-0.15011,0.000177001
I.GGC.deltaEta,0,0
K.GGC.deltaEta,0.466599,0.000289124
K.GGG.deltaEta,0,0
L.GGG.deltaEta,0.466532,0.000305286
L.GGT.deltaEta,1.21052,0.00209207
L.CAC.deltaEta,0.792709,0.00130891
L.CAT.deltaEta,0.797348,0.000656344
L.ATA.deltaEta,0.380831,0.000238496
L.ATC.deltaEta,0,0
N.ATC.deltaEta,-0.580088,0.000325485
N.ATT.deltaEta,0,0
P.ATT.deltaEta,-0.399374,0.00022187
P.AAA.deltaEta,0.472639,0.000713083
P.AAG.deltaEta,0.973236,0.00079356
P.CTA.deltaEta,0,0
Q.CTA.deltaEta,-0.653216,0.00040208
Q.CTC.deltaEta,0,0
R.CTC.deltaEta,-0.00833735,0.000259028
R.CTG.deltaEta,0.928965,0.000624783
R.CTT.deltaEta,3.00578,0.00352983
R.TTA.deltaEta,0.960447,0.000916925
R.TTG.deltaEta,2.72458,0.00722672
R.ATG.deltaEta,0,0
S.ATG.deltaEta,0.72692,0.000809233
S.AAC.deltaEta,-0.00877406,0.000159765
S.AAT.deltaEta,0.859068,0.001717
S.CCA.deltaEta,0,0
T.CCA.deltaEta,0.61429,0.000585255
T.CCC.deltaEta,-0.10529,0.000161003
T.CCG.deltaEta,0.983844,0.000548284
T.CCT.deltaEta,0,0
V.CCT.deltaEta,0.985136,0.000357674
V.CAA.deltaEta,-0.0861269,0.000277807
V.CAG.deltaEta,0.652876,0.000386651
V.AGA.deltaEta,0,0
Y.AGA.deltaEta,-0.485941,0.000271614
Y.AGG.deltaEta,0,0
Z.AGG.deltaEta,-0.0331113,0.000163401
=======
A.GCA.deltaEta,0.328387,0.000218771
A.GCC.deltaEta,0.130345,0.000191971
A.GCG.deltaEta,0.59871,0.000879658
A.GCT.deltaEta,0,0
C.GCT.deltaEta,0.363825,0.0026354
C.TGC.deltaEta,0,0
D.TGC.deltaEta,0.0907436,0.0012492
D.TGT.deltaEta,0,0
E.TGT.deltaEta,-0.396696,0.000747611
E.GAC.deltaEta,0,0
F.GAC.deltaEta,-0.0424183,0.000562961
F.GAT.deltaEta,0,0
G.GAT.deltaEta,0.297603,0.000420036
G.GAA.deltaEta,0.454484,0.000570042
G.GAG.deltaEta,0.583801,0.000862466
G.TTC.deltaEta,0,0
H.TTC.deltaEta,0.0211335,0.000470144
H.TTT.deltaEta,0,0
I.TTT.deltaEta,0.118282,0.000208668
I.GGA.deltaEta,0.0319195,0.000154733
I.GGC.deltaEta,0,0
K.GGC.deltaEta,-0.0125673,0.000171502
K.GGG.deltaEta,0,0
L.GGG.deltaEta,0.147022,0.000326825
L.GGT.deltaEta,0.409362,0.000431559
L.CAC.deltaEta,0.787726,0.00213935
L.CAT.deltaEta,0.219765,0.000607678
L.ATA.deltaEta,0.0112014,0.000180615
L.ATC.deltaEta,0,0
N.ATC.deltaEta,0.0956616,0.000394849
N.ATT.deltaEta,0,0
P.ATT.deltaEta,0.0254875,0.000125543
P.AAA.deltaEta,0.481434,0.000761538
P.AAG.deltaEta,0.6305,0.00149842
P.CTA.deltaEta,0,0
Q.CTA.deltaEta,-0.443818,0.00111332
Q.CTC.deltaEta,0,0
R.CTC.deltaEta,-0.108913,0.000512426
R.CTG.deltaEta,0.268981,0.00371825
R.CTT.deltaEta,0.266191,0.000901494
R.TTA.deltaEta,0.272199,0.000478887
R.TTG.deltaEta,0.835653,0.00171617
R.ATG.deltaEta,0,0
S.ATG.deltaEta,0.1298,0.000174418
S.AAC.deltaEta,0.126851,0.000340121
S.AAT.deltaEta,0.551008,0.00086132
S.CCA.deltaEta,0,0
T.CCA.deltaEta,0.29003,0.000214836
T.CCC.deltaEta,0.13769,0.000244046
T.CCG.deltaEta,0.570291,0.00043877
T.CCT.deltaEta,0,0
V.CCT.deltaEta,0.114591,0.000176534
V.CAA.deltaEta,0.0327767,0.000128127
V.CAG.deltaEta,0.382278,0.00142489
V.AGA.deltaEta,0,0
Y.AGA.deltaEta,0.0394152,0.000518492
Y.AGG.deltaEta,0,0
Z.AGG.deltaEta,0.215782,0.0009606
>>>>>>> b5d5cf88a671a617fcd79815d5ff84a2de77a0a8
Z.CGA.deltaEta,0,0
