A.GCA.deltaEta,0.638763,0.000980096
A.GCC.deltaEta,0.0240099,0.000436507
A.GCG.deltaEta,0.944262,0.00366461
A.GCT.deltaEta,0,0
C.GCT.deltaEta,0.489403,0.00561489
C.TGC.deltaEta,0,0
D.TGC.deltaEta,-0.206225,0.000616351
D.TGT.deltaEta,0,0
E.TGT.deltaEta,-0.257897,0.0006336
E.GAC.deltaEta,0,0
F.GAC.deltaEta,-0.336412,0.000846102
F.GAT.deltaEta,0,0
G.GAT.deltaEta,1.17551,0.00266709
G.GAA.deltaEta,0.502272,0.00107606
G.GAG.deltaEta,1.18923,0.00345896
G.TTC.deltaEta,0,0
H.TTC.deltaEta,-0.243217,0.00171859
H.TTT.deltaEta,0,0
I.TTT.deltaEta,1.31086,0.00371346
I.GGA.deltaEta,-0.140044,0.00069613
I.GGC.deltaEta,0,0
K.GGC.deltaEta,0.46745,0.000649732
K.GGG.deltaEta,0,0
L.GGG.deltaEta,0.376162,0.000645379
L.GGT.deltaEta,1.09683,0.00419632
L.CAC.deltaEta,0.632774,0.000964279
L.CAT.deltaEta,0.792514,0.00262459
L.ATA.deltaEta,0.497081,0.000430083
L.ATC.deltaEta,0,0
N.ATC.deltaEta,-0.535338,0.00117105
N.ATT.deltaEta,0,0
P.ATT.deltaEta,-0.413565,0.000951834
P.AAA.deltaEta,0.525991,0.00542778
P.AAG.deltaEta,0.488651,0.00375407
P.CTA.deltaEta,0,0
Q.CTA.deltaEta,-0.41649,0.00135354
Q.CTC.deltaEta,0,0
R.CTC.deltaEta,-0.00345605,0.00041116
R.CTG.deltaEta,0.585803,0.0012997
R.CTT.deltaEta,2.46453,0.0104708
R.TTA.deltaEta,0.494611,0.00488348
R.TTG.deltaEta,1.51734,0.00741409
R.ATG.deltaEta,0,0
S.ATG.deltaEta,0.752774,0.00234151
S.AAC.deltaEta,-0.00493883,0.000645503
S.AAT.deltaEta,0.824313,0.00199594
S.CCA.deltaEta,0,0
T.CCA.deltaEta,0.70689,0.00133846
T.CCC.deltaEta,-0.0650669,0.000914769
T.CCG.deltaEta,0.820064,0.00169941
T.CCT.deltaEta,0,0
V.CCT.deltaEta,0.986395,0.00243369
V.CAA.deltaEta,-0.0521759,0.000353757
V.CAG.deltaEta,0.633409,0.00231779
V.AGA.deltaEta,0,0
Y.AGA.deltaEta,-0.36962,0.00123799
Y.AGG.deltaEta,0,0
Z.AGG.deltaEta,-0.0262114,0.00319535
Z.CGA.deltaEta,0,0
