Gene,PhiValue,PhiValue
YAL001C,0.101601273320731,0.101601273320731
YAL002W,0.0351135464033283,0.0351135464033283
YAL003W,67.7557762995576,67.7557762995576
YAL007C,1.55267588780247,1.55267588780247
YAL008W,0.484461129731169,0.484461129731169
YAL009W,0.0999924990967197,0.0999924990967197
YAL010C,0.0607771391841078,0.0607771391841078
YAL011W,0.0703929645630635,0.0703929645630635
YAL012W,10.8859860361931,10.8859860361931
YAL013W,0.27490445120326,0.27490445120326
YAL014C,0.309177566487462,0.309177566487462
YAL015C,0.0966694135808833,0.0966694135808833
YAL016W,1.29844780969729,1.29844780969729
YAL017W,0.0871557267433798,0.0871557267433798
YAL019W,0.307796781961257,0.307796781961257
YAL020C,0.0962502581633515,0.0962502581633515
YAL021C,0.476107545383304,0.476107545383304
YAL022C,0.30336180566131,0.30336180566131
YAL023C,1.54521012493816,1.54521012493816
YAL024C,0.0476618522239972,0.0476618522239972
YAL025C,1.28384630260783,1.28384630260783
YAL026C,0.223865823120028,0.223865823120028
YAL027W,0.100412795256787,0.100412795256787
YAL028W,0.0172970594512939,0.0172970594512939
YAL029C,0.133017515449559,0.133017515449559
YAL031C,0.066044919477323,0.066044919477323
YAL032C,0.186830383798271,0.186830383798271
YAL033W,0.332330534898824,0.332330534898824
YAL034C,0.00920386702785693,0.00920386702785693
YAL034W-A,0.109540043661684,0.109540043661684
YAL035W,3.62801421311021,3.62801421311021
YAL036C,1.8615985282685,1.8615985282685
YAL037W,0.0059852550600901,0.0059852550600901
YAL038W,145.354221802721,145.354221802721
YAL039C,0.359552655835749,0.359552655835749
YAL040C,0.0836187490554286,0.0836187490554286
YAL041W,0.178863275071483,0.178863275071483
YAL042W,1.06246330132856,1.06246330132856
YAL043C,0.232883790428372,0.232883790428372
YAL044C,7.1913083691534,7.1913083691534
YAL047C,0.0659119309646119,0.0659119309646119
YAL048C,0.0703239699603557,0.0703239699603557
YAL049C,0.553123293274963,0.553123293274963
YAL051W,0.10280264158195,0.10280264158195
YAL053W,0.308250217119011,0.308250217119011
YAL055W,0.112584571767778,0.112584571767778
YAL056W,0.0558465401854403,0.0558465401854403
YAL058W,0.119843253130923,0.119843253130923
YAL059W,1.13203047607992,1.13203047607992
YAL060W,0.701657708265335,0.701657708265335
YAL061W,0.0559703849774239,0.0559703849774239
YAL062W,0.02038988550188,0.02038988550188
YAR002C-A,2.69464205081888,2.69464205081888
YAR002W,0.609912179256442,0.609912179256442
YAR003W,0.107818577687038,0.107818577687038
YAR007C,0.707977116336137,0.707977116336137
YAR008W,0.149516252581118,0.149516252581118
YAR014C,0.350122976772173,0.350122976772173
YAR015W,3.2006869766574,3.2006869766574
YAR018C,0.103758588147134,0.103758588147134
YAR019C,0.0328218894545082,0.0328218894545082
YAR023C,0.00581798601102841,0.00581798601102841
YAR027W,0.411356559378432,0.411356559378432
YAR028W,0.248214592710426,0.248214592710426
YAR031W,0.0516719275634021,0.0516719275634021
YAR042W,0.144794376267281,0.144794376267281
YBL004W,0.250401322991688,0.250401322991688
YBL005W,0.0522954167093755,0.0522954167093755
YBL006C,0.660952232125148,0.660952232125148
YBL007C,1.20325559973831,1.20325559973831
YBL008W,0.0911528568073782,0.0911528568073782
YBL009W,0.235739729133189,0.235739729133189
YBL010C,0.165768713501291,0.165768713501291
YBL011W,0.21940343938713,0.21940343938713
YBL014C,0.046222755236175,0.046222755236175
YBL015W,0.172510312184114,0.172510312184114
YBL016W,0.226371468231104,0.226371468231104
YBL017C,0.487342871208329,0.487342871208329
YBL019W,0.0316680550765555,0.0316680550765555
YBL020W,0.163215753940178,0.163215753940178
YBL022C,0.702590617912421,0.702590617912421
YBL023C,0.286885662316704,0.286885662316704
YBL024W,1.53935655780191,1.53935655780191
YBL027W,14.5638542404934,14.5638542404934
YBL029W,0.0296798998418393,0.0296798998418393
YBL030C,6.32790936607084,6.32790936607084
YBL031W,0.0912374574187204,0.0912374574187204
YBL032W,1.86457354161455,1.86457354161455
YBL033C,0.454468870362803,0.454468870362803
YBL034C,0.0917315523495868,0.0917315523495868
YBL035C,0.244202890355725,0.244202890355725
YBL036C,1.35370577230246,1.35370577230246
YBL037W,0.116748140932966,0.116748140932966
YBL038W,0.469571485730148,0.469571485730148
YBL039C,3.34234916614815,3.34234916614815
YBL040C,1.29697238401215,1.29697238401215
YBL041W,3.1718989585309,3.1718989585309
YBL042C,0.334007890650819,0.334007890650819
YBL045C,0.916632727252344,0.916632727252344
YBL046W,0.209425501830421,0.209425501830421
YBL047C,0.939984282656856,0.939984282656856
YBL050W,1.31863587709614,1.31863587709614
YBL051C,0.759859950972718,0.759859950972718
YBL052C,0.0286688801351666,0.0286688801351666
YBL054W,0.283032278938883,0.283032278938883
YBL055C,0.212978786181176,0.212978786181176
YBL056W,0.779843611280719,0.779843611280719
YBL057C,0.644549925623128,0.644549925623128
YBL058W,2.13048534827263,2.13048534827263
YBL059W,0.123226513302215,0.123226513302215
YBL060W,0.0664837568723144,0.0664837568723144
YBL061C,0.261223306013289,0.261223306013289
YBL063W,0.0524582244613639,0.0524582244613639
YBL064C,0.642935879638355,0.642935879638355
YBL067C,0.18119863869094,0.18119863869094
YBL068W,0.750699094952495,0.750699094952495
YBL069W,0.422408060700132,0.422408060700132
YBL074C,0.0871247888010364,0.0871247888010364
YBL075C,0.0190954506140874,0.0190954506140874
YBL076C,4.1876665153078,4.1876665153078
YBL079W,0.200197345699723,0.200197345699723
YBL080C,0.0384655171232658,0.0384655171232658
YBL081W,0.242389121482394,0.242389121482394
YBL082C,0.223829044171262,0.223829044171262
YBL084C,0.0538165649146387,0.0538165649146387
YBL085W,0.203283119534088,0.203283119534088
YBL086C,0.128269651482807,0.128269651482807
YBL088C,0.00973717552736525,0.00973717552736525
YBL089W,0.103174026377743,0.103174026377743
YBL090W,0.685394002501441,0.685394002501441
YBL091C,1.72627659189159,1.72627659189159
YBL091C-A,0.178328497988948,0.178328497988948
YBL093C,0.661345898275893,0.661345898275893
YBL095W,0.0804146167560124,0.0804146167560124
YBL097W,0.100746278337886,0.100746278337886
YBL098W,0.162852210555084,0.162852210555084
YBL099W,4.36080859083807,4.36080859083807
YBL101C,0.0989880322541296,0.0989880322541296
YBL102W,0.765483205854185,0.765483205854185
YBL103C,0.214220943238358,0.214220943238358
YBL104C,0.081407272931468,0.081407272931468
YBL105C,0.187251325335951,0.187251325335951
YBL106C,0.0366901830133805,0.0366901830133805
YBL107C,0.176589452965626,0.176589452965626
YBR001C,0.144431037549141,0.144431037549141
YBR002C,0.254689554748665,0.254689554748665
YBR003W,0.16750541077417,0.16750541077417
YBR004C,0.144400993656794,0.144400993656794
YBR005W,0.0868692935833604,0.0868692935833604
YBR006W,0.092931944355513,0.092931944355513
YBR007C,0.0869617947664253,0.0869617947664253
YBR008C,0.0016067280666796,0.0016067280666796
YBR011C,26.8691921615463,26.8691921615463
YBR014C,0.890609740081215,0.890609740081215
YBR015C,0.716653202507659,0.716653202507659
YBR017C,0.540773309398731,0.540773309398731
YBR020W,0.00187591246115913,0.00187591246115913
YBR021W,0.0515828536654557,0.0515828536654557
YBR022W,0.27971511887703,0.27971511887703
YBR023C,0.255694012512227,0.255694012512227
YBR024W,0.134332102262938,0.134332102262938
YBR025C,8.74163417541166,8.74163417541166
YBR026C,0.719527845320088,0.719527845320088
YBR028C,0.185405876903895,0.185405876903895
YBR029C,0.529532146433927,0.529532146433927
YBR030W,0.0891026870677555,0.0891026870677555
YBR034C,1.09137479711335,1.09137479711335
YBR035C,1.69223983752902,1.69223983752902
YBR036C,0.885996054846757,0.885996054846757
YBR037C,0.225962051023095,0.225962051023095
YBR038W,0.408430742748668,0.408430742748668
YBR039W,2.05711999859005,2.05711999859005
YBR041W,0.282358262723796,0.282358262723796
YBR042C,0.302870999978984,0.302870999978984
YBR043C,0.0561016234800976,0.0561016234800976
YBR044C,0.053845473524883,0.053845473524883
YBR046C,0.487217584797661,0.487217584797661
YBR047W,0.127859222112839,0.127859222112839
YBR048W,6.82453754624308,6.82453754624308
YBR049C,0.722081627678519,0.722081627678519
YBR052C,1.35555744441287,1.35555744441287
YBR053C,0.503712736850355,0.503712736850355
YBR054W,0.189214200078717,0.189214200078717
YBR055C,0.108932742587461,0.108932742587461
YBR056W,0.292449522529685,0.292449522529685
YBR057C,0.421734547437944,0.421734547437944
YBR058C,0.385254419741601,0.385254419741601
YBR059C,0.305907731592081,0.305907731592081
YBR060C,0.15637009988979,0.15637009988979
YBR061C,0.455616226540092,0.455616226540092
YBR062C,0.493619131052061,0.493619131052061
YBR063C,0.00508030093798174,0.00508030093798174
YBR065C,0.177487794184949,0.177487794184949
YBR066C,0.320374911109588,0.320374911109588
YBR067C,3.27838128867052,3.27838128867052
YBR068C,1.25884102552711,1.25884102552711
YBR069C,1.09365785227261,1.09365785227261
YBR070C,0.225360293894668,0.225360293894668
YBR071W,0.521288741886799,0.521288741886799
YBR072W,0.365462049486144,0.365462049486144
YBR073W,0.257710028459078,0.257710028459078
YBR074W,0.276561710221942,0.276561710221942
YBR077C,0.395688824929178,0.395688824929178
YBR078W,16.58279370242,16.58279370242
YBR079C,1.96136323310299,1.96136323310299
YBR080C,0.901816935595233,0.901816935595233
YBR081C,0.117764428473815,0.117764428473815
YBR083W,0.372703930864821,0.372703930864821
YBR084C-A,14.0448338576964,14.0448338576964
YBR084W,1.1806649285909,1.1806649285909
YBR085W,0.216172778810905,0.216172778810905
YBR086C,0.596655227933003,0.596655227933003
YBR087W,0.356598976646203,0.356598976646203
YBR088C,1.82688487547314,1.82688487547314
YBR092C,1.02234122335884,1.02234122335884
YBR093C,0.213158546569868,0.213158546569868
YBR094W,0.205970995893064,0.205970995893064
YBR095C,0.171692793974596,0.171692793974596
YBR096W,0.7451678285056,0.7451678285056
YBR097W,0.0442651521464956,0.0442651521464956
