ORF,phi
YBL036C,1.39718364956046
YBL037W,0.317007940751341
YBL038W,1.33172331438914
YBL039C,1.20323665106947
YBL039C-A,0.96759845422667
YBL039W-B,0.681656140991197
YBL040C,2.24795245404165
YBL041W,3.24604187154527
YBL042C,1.42961086488601
YBL043W,0.0353158320146349
YBL044W,0.0171531689552077
YBL045C,4.10541751843451
YBL046W,0.369117119765794
YBL047C,1.34314277347187
YBL048W,0.236170864322242
YBL049W,0.285815837901762
YBL050W,1.93664948211739
YBL051C,3.55412093850123
YBL052C,0.745787816720046
YBL053W,1.08882753764401
YBL054W,0.132987766509712
YBL055C,0.428375058894226
YBL056W,3.68333011644804
YBL057C,0.890098005806618
YBL058W,1.80479603385013
YBL059C-A,1.09177045415565
YBL059W,0.258096347109547
YBL060W,0.237095261762581
YBL061C,0.934899682934353
YBL062W,1.54283334164244
YBL063W,0.250874308239903
YBL064C,2.35874846201063
YBL065W,0.0589304566917526
YBL066C,0.171986560172715
YBL067C,0.496480037217928
YBL068W,0.643094216807751
YBL068W-A,0.616721060234615
YBL069W,0.453059863822667
YBL070C,0.287398851638291
YBL071C,0.407919376721475
YBL071C-B,0.0799571896375791
YBL071W-A,0.403517722140607
YBL072C,30.7426078699424
YBL073W,0.0682509740737028
YBL074C,0.109123417415497
YBL075C,0.226638447590877
YBL076C,3.84244978769094
YBL077W,5.9165081392431
YBL078C,1.11198843456688
YBL079W,0.456763397599083
YBL080C,0.208295965198166
YBL081W,0.635231374974356
YBL082C,0.642137991699439
YBL083C,0.803766650867674
YBL084C,0.277928859110453
YBL085W,0.971598523038936
YBL086C,0.525758268523846
YBL087C,17.5509552750996
YBL088C,0.141979095890628
YBL089W,0.366232601702539
YBL090W,1.07319837754896
YBL091C,2.75442412461686
YBL091C-A,0.859854929709583
YBL092W,47.98126647661
YBL093C,0.957192291292415
YBL094C,0.66697832146109
YBL095W,0.5285421112779
YBL096C,0.300637632505319
YBL097W,0.144126383017205
YBL098W,0.748997497648926
YBL099W,9.88288539720719
YBL100C,5.46009838814904
YBL100W-C,0.0872984278836599
YBL101C,0.477293559362207
YBL102W,2.07012359623649
YBL103C,0.400804770896914
YBL104C,0.281068096616414
YBL105C,0.558081698334351
YBL106C,0.154566163994434
YBL107C,1.09384591776092
YBL108W,0.0253701844893424
YBL109W,0.0402933712714052
YBL113C,0.174362306566592
YBR001C,0.503722284712289
YBR002C,0.682484249745299
YBR003W,0.982163866232274
YBR004C,0.380076502551844
YBR005W,0.342347157945568
YBR006W,0.372242055316542
YBR007C,0.397473091085647
YBR008C,0.372877345396347
YBR009C,14.6419989333226
YBR010W,20.5424876349843
YBR011C,12.7240371842105
YBR012C,0.24057748693884
YBR013C,0.430871676727307
YBR014C,1.37600646021549
YBR015C,1.42117126534522
YBR016W,2.1824268598961
YBR017C,0.90645421945826
YBR018C,0.0676915225722108
YBR019C,0.0797971571835183
YBR020W,0.149900105217564
YBR021W,0.288274532106972
YBR022W,0.63651679460013
YBR023C,0.592087223107737
YBR024W,1.1021090024652
YBR025C,7.52989906464361
YBR026C,1.58713817602021
YBR027C,0.342948308823792
YBR028C,0.949573929772991
YBR029C,1.12037992770002
YBR030W,0.379946607629854
YBR031W,17.6325886751532
YBR032W,0.0559730877114971
YBR033W,0.0843068315951459
YBR034C,1.41710484588318
YBR035C,2.48892998026377
YBR036C,1.98375778994799
YBR037C,0.800020192148146
YBR038W,0.609250520095415
YBR039W,3.87682907255597
YBR040W,0.0413484565823388
YBR041W,1.18123971938413
YBR042C,0.774413704102748
YBR043C,0.337445257313137
YBR044C,0.373509375434733
YBR045C,0.0695889503818398
YBR046C,0.987624891786333
YBR047W,0.225195893972041
YBR048W,20.551584726121
YBR049C,0.616449379363854
YBR050C,0.247840810029939
YBR051W,0.19260324082961
YBR052C,4.42511924089139
YBR053C,1.12204776772088
YBR054W,0.940496393371786
YBR055C,0.418192568649381
YBR056C-B,0.0850569981297993
YBR056W,1.35004203778867
YBR056W-A,0.0921779220985591
YBR057C,0.847327014413349
YBR058C,0.561167822961915
YBR058C-A,2.55325357975249
YBR059C,0.720769876334548
YBR060C,0.424199386135634
YBR061C,0.495187848309937
YBR062C,0.858253941393302
YBR063C,0.346741348842479
YBR064W,0.283182886340852
YBR065C,0.227591876317433
YBR066C,0.694409724846407
YBR067C,12.5797563304834
YBR068C,1.9689031463923
YBR069C,1.6420871887451
YBR070C,0.616554364515964
YBR071W,0.900541157856948
YBR072C-A,0.0633770127870403
YBR072W,1.49646418213284
YBR073W,0.755480795878746
YBR074W,0.619189185949456
YBR076C-A,0.480985269879682
YBR076W,0.0656082749321231
YBR077C,0.963584415479371
YBR078W,22.2642681255627
YBR079C,2.26309279754897
YBR080C,0.972351352296521
YBR081C,0.455334113891677
YBR082C,7.69078905381516
YBR083W,1.79317300092014
YBR084C-A,22.9439035016428
YBR084W,1.19875894884641
YBR085C-A,1.33635183165955
YBR085W,0.355706010430526
YBR086C,2.16375197390085
YBR087W,0.62689894334418
YBR088C,2.5153459588264
YBR089C-A,3.03613306542879
YBR089W,2.33359769939721
YBR090C,0.73867310346589
YBR091C,0.702986100820933
YBR092C,1.69959239303442
YBR093C,2.56771918606878
YBR094W,0.461637131568699
YBR095C,0.409910591811084
YBR096W,1.42603825949869
YBR097W,0.189721980155511
YBR098W,0.184228727852903
YBR099C,0.220106431543002
YBR101C,1.13209031349479
YBR102C,0.36895163658759
YBR103C-A,0.0348665478079544
YBR103W,0.514143016290518
YBR104W,0.41411153596289
YBR105C,0.838921525386913
YBR106W,10.9411931376318
YBR107C,0.49480567436935
YBR108W,0.3181456721118
YBR109C,5.21678093106955
YBR109W-A,0.144559320958264
YBR110W,0.831402764217157
YBR111C,4.01404922647247
YBR111W-A,0.937727106132744
YBR112C,1.19604626519457
YBR113W,0.480570032689338
YBR114W,0.1729133457458
YBR115C,0.673997388564282
YBR116C,0.0673969630141361
YBR117C,0.0815900657203521
YBR118W,42.6892723905562
YBR119W,0.546173454015539
YBR120C,0.841835566184438
YBR121C,5.76273044475654
YBR121C-A,5.18468173135325
YBR122C,1.91947801900173
YBR123C,0.452076340788051
YBR124W,0.175781748827526
YBR125C,0.390296049017219
YBR126C,3.08246259148072
YBR126W-A,7.04782255372901
YBR126W-B,8.04178184158107
YBR127C,11.3263110403766
YBR128C,0.185753344232005
YBR129C,0.708274469704329
YBR130C,0.968493103759131
YBR131C-A,0.0742975621147314
YBR131W,0.182493549408127
YBR132C,0.462975523094697
YBR133C,0.506353938203027
YBR134W,0.102036610084146
YBR135W,1.05820828618403
YBR136W,0.0801335888552922
YBR137W,0.860707389408151
YBR138C,0.271527654773889
YBR139W,1.61808666580919
YBR140C,0.30056966513213
YBR141C,0.166482164857374
YBR141W-A,0.187560613913249
YBR142W,0.445137758426186
YBR143C,4.44451951003568
YBR145W,1.41549851416551
YBR146W,1.75951919704143
YBR147W,0.238368658049206
YBR148W,0.080178274018538
YBR149W,4.57716154990982
YBR150C,0.169887072554302
YBR151W,2.42123661819225
YBR152W,0.212499610323256
YBR153W,0.550011454820259
YBR154C,2.60311750476032
YBR155W,0.506562159840543
YBR156C,0.289227661770091
YBR157C,0.753479441827745
YBR158W,2.2369078585974
YBR159W,3.30732203931351
YBR160W,0.800256949579864
YBR161W,0.529153069812034
YBR162C,11.8521955451056
YBR162W-A,3.86073759632032
YBR163W,0.495609582992845
YBR164C,2.40373499423519
YBR165W,0.406499437785053
YBR166C,0.726171795896845
YBR167C,0.411006886715642
YBR168W,0.323945386741264
YBR169C,0.675680314712113
YBR170C,0.438428391056043
YBR171W,2.12250795771801
YBR172C,0.807357624293209
YBR173C,1.98376554713712
YBR174C,0.215478260399197
YBR175W,0.406957585091938
YBR176W,0.346860262918993
YBR177C,1.33362676747413
YBR178W,0.264934174420693
YBR179C,0.435329367960458
YBR180W,0.023750390020329
YBR181C,18.5077251510246
YBR182C,0.0481819504217791
YBR182C-A,0.0240711401515293
YBR183W,0.629384051334182
YBR184W,0.0990299853314426
YBR185C,0.712915697256745
YBR186W,0.106002872557249
YBR187W,2.69728376934753
YBR188C,0.607529668769271
YBR189W,39.1435506101949
YBR190W,0.169153900126367
YBR191W,34.7732571045649
YBR191W-A,20.1043595206615
YBR192W,0.620031050957828
YBR193C,0.414358598726294
YBR194W,0.311835885350636
YBR195C,0.371311808814352
YBR196C,22.9931660504133
YBR196C-A,0.0952845826044731
YBR196C-B,0.236698856075243
YBR197C,0.523759065387204
YBR198C,0.725129569398666
YBR199W,2.37568428847902
YBR200W,0.613405868004628
YBR201C-A,0.33620677322993
YBR201W,0.47028408680958
YBR202W,0.476316805126815
YBR203W,0.154187338328505
YBR204C,0.830512809280496
YBR205W,2.15350581959109
YBR206W,2.82060194172444
YBR207W,0.739573154963137
YBR208C,0.677061179102074
YBR209W,0.0328888024690638
YBR210W,0.915836258076259
YBR211C,0.3589780221909
YBR212W,0.793006096863669
YBR213W,0.154833937810806
YBR214W,1.47941911122103
YBR215W,0.491300375854373
YBR216C,0.329839573906454
YBR217W,0.346840965560327
YBR218C,2.36129328598993
YBR219C,0.684734316572441
YBR220C,0.617333989446978
YBR221C,7.46385640242945
YBR221W-A,0.132849617297503
YBR222C,1.18864410306207
YBR223C,0.22851871665948
YBR223W-A,0.204849383912261
YBR224W,0.0793412594706715
YBR225W,0.25140556330625
YBR226C,0.283769880293091
YBR227C,0.631414180980522
YBR228W,0.307528541054799
YBR229C,0.824996512187903
YBR230C,1.72366687667703
YBR230W-A,1.13128141300201
YBR231C,0.337178967581897
YBR232C,0.336976889003176
YBR233W,0.489186037831023
YBR233W-A,0.988846702281753
YBR234C,2.63414998530626
YBR235W,0.366035020538881
YBR236C,0.596296537942866
YBR237W,0.328586876779419
YBR238C,0.238532211486236
YBR239C,0.249124042033639
YBR240C,0.0520406155984225
YBR241C,0.355390645349816
YBR242W,0.757905039152728
YBR243C,0.803719511783224
YBR244W,1.08045785151001
YBR245C,0.693758072610205
YBR246W,0.781224524599833
YBR247C,0.395202171287054
YBR248C,1.20959629669607
YBR249C,5.20919851848403
YBR250W,0.0236700321059452
YBR251W,0.910945811247631
YBR252W,1.5543077090692
YBR253W,1.48203150329627
YBR254C,0.515066740456138
YBR255C-A,0.890201959721763
YBR255W,0.328949450081666
YBR256C,2.23702151754892
YBR257W,0.347753071686802
YBR258C,0.50573410981123
YBR259W,0.206130434687625
YBR260C,0.568146553759695
YBR261C,0.873376132269815
YBR262C,1.52613963108449
YBR263W,2.35330893486328
YBR264C,0.819074242591312
YBR265W,1.30401758663273
YBR266C,0.416839918364161
YBR267W,0.456268084349436
YBR268W,1.82294873212423
YBR269C,0.895011781358741
YBR270C,0.176787528866229
YBR271W,0.208512244053637
YBR272C,0.373435109724781
YBR273C,0.668653564658433
YBR274W,0.40970808514849
YBR275C,0.237782137721738
YBR276C,0.84957023717664
YBR277C,0.449199970073424
YBR278W,0.638837456429519
YBR279W,1.29537701768849
YBR280C,0.213129978011221
YBR281C,0.312095874413451
YBR282W,1.31321110331573
YBR283C,4.56128558670225
YBR284W,0.0591551717839668
YBR285W,0.323058782869735
YBR286W,12.1564486782943
YBR287W,1.30727015615372
YBR288C,0.752852075909635
YBR289W,0.370226274771239
YBR290W,0.695325023763472
YBR291C,0.355907066020027
YBR292C,0.0280410380397906
YBR293W,0.296787297134606
YBR294W,0.150198283652033
YBR295W,0.155048788615113
YBR296C,0.357912141331747
YBR297W,0.299766657084652
YBR298C,0.267530226991424
YCL001W,2.17901675223657
YCL001W-A,0.0593895510217093
YCL001W-B,0.172227538635228
YCL002C,0.628070450613411
YCL004W,0.36504216726565
YCL005W,0.668328743053627
YCL005W-A,4.5822818906568
YCL007C,1.76062947044448
YCL008C,0.526040775943539
YCL009C,4.43776261093771
YCL010C,0.558085493175693
YCL011C,2.37675620355687
YCL012C,0.552048765343038
YCL014W,0.260943422723092
YCL016C,0.210463813274558
YCL017C,1.10076316800937
YCL021W-A,0.871848812313214
YCL022C,0.543204876589321
YCL023C,0.106614846680145
YCL024W,0.40210970772994
YCL025C,2.30209041802471
YCL026C-A,0.0355269967135553
YCL026C-B,0.165229695212611
YCL027W,0.438024526963085
YCL028W,1.76498840990956
YCL029C,0.333876233604541
YCL030C,4.6078679948179
YCL031C,1.49979774086494
YCL032W,0.459106853487176
YCL033C,0.723830337255137
YCL034W,1.11253898114086
YCL035C,5.47476113693919
YCL036W,0.12324007631163
YCL037C,1.92718483404824
YCL038C,0.714166237555719
YCL039W,0.482326010639315
YCL040W,10.2778666409747
YCL041C,1.61583478655558
YCL042W,2.42923294749827
YCL043C,9.53220822231496
YCL044C,0.437453779702415
YCL045C,1.42264395445961
YCL046W,0.599210741572771
YCL047C,0.468317068837065
YCL048W,0.0183298204766645
YCL048W-A,0.0614287256143495
YCL049C,0.948040505075515
YCL050C,3.70643016333513
YCL051W,0.503492879056428
YCL052C,0.797188007898094
YCL054W,0.700789511075958
YCL055W,0.681283889841027
YCL056C,0.869487268050846
YCL057C-A,3.74742585420186
YCL057W,1.32296962663338
YCL058C,0.73194295439075
YCL058W-A,0.540749121873013
YCL059C,1.57085361071984
YCL061C,0.405592949639372
YCL063W,0.451342928459921
YCL064C,0.565296306692883
YCR001W,0.0991310205602147
YCR002C,1.50602474871841
YCR003W,1.08110414200282
YCR004C,5.50900803639887
YCR005C,1.72273949180211
YCR006C,0.0934404607551814
YCR007C,0.161269976404907
YCR008W,1.1472684616629
YCR009C,2.89753881600889
YCR010C,0.0232601073963599
YCR011C,1.23354115138853
YCR012W,100.374545953906
YCR013C,118.687515741279
YCR014C,0.331356932784805
YCR015C,0.328110235983934
YCR016W,0.765580814014484
YCR017C,1.4772275399811
YCR018C,0.782101766851279
YCR018C-A,0.0987461857812593
YCR019W,0.257841161435222
YCR020C,0.127207877767302
YCR020C-A,0.986451617790624
YCR020W-B,0.526261815999727
YCR021C,0.218144619141839
YCR022C,0.0345416542110223
YCR023C,0.707470890846944
YCR024C,0.272706343117322
YCR024C-A,23.5195332852044
YCR024C-B,26.6942330526189
YCR025C,0.0628926903301353
YCR026C,0.466326920420095
YCR027C,0.438808243506877
YCR028C,0.391961810043299
YCR028C-A,4.26901516912873
YCR030C,0.732129588554901
YCR031C,36.2659102370279
YCR032W,0.145210005359678
YCR033W,0.69641547466814
YCR034W,3.01448225392532
YCR035C,0.786800544609011
YCR036W,0.915676913071882
YCR037C,0.340392344478437
YCR038C,0.189786391497445
YCR041W,0.875159299918782
YCR042C,0.398330579006228
YCR043C,1.18293191573874
YCR044C,1.189681889209
YCR045C,0.30432456865391
YCR045W-A,0.248949904336686
YCR046C,1.64045066075563
YCR047C,0.493814115277196
YCR047W-A,0.423321180972705
YCR048W,0.544316544925242
YCR049C,0.30234291533456
YCR050C,0.839221223354122
YCR051W,1.01144954801526
YCR052W,0.886946881330989
YCR053W,4.06932207580436
YCR054C,0.163760786821919
YCR057C,0.446547039695631
YCR059C,1.21537526717558
YCR060W,0.849066579308556
YCR061W,0.696695636926205
YCR063W,0.228131604466431
YCR064C,0.142797299976863
YCR065W,0.716815090306792
YCR066W,0.171142917277373
YCR067C,0.546962310940053
YCR068W,0.233197100937072
YCR069W,2.16388874622985
YCR071C,1.06792423868656
YCR072C,0.344772694053045
YCR073C,0.169569950476085
YCR073W-A,0.711624638013641
YCR075C,0.543991661848993
YCR075W-A,0.913640336459352
YCR076C,0.59209921930905
YCR077C,1.19578123935252
YCR079W,0.407941947910855
YCR081C-A,0.29395129144892
YCR081W,0.122544730781585
YCR082W,1.70915733009815
YCR083W,0.899077940139573
YCR084C,2.09690903491282
YCR085W,0.0328039961477082
YCR086W,0.406974280214627
YCR087C-A,0.947833351653245
YCR087W,0.923198792972204
YCR088W,2.52284787361378
YCR089W,0.228012637461155
YCR090C,1.19578909951334
YCR091W,0.251033004533881
YCR092C,0.191788184006653
YCR093W,0.51596851180131
YCR094W,0.558045535596621
YCR095C,0.455040628893837
YCR095W-A,0.0653600265906625
YCR097W,2.17114732140137
YCR098C,0.0701317204826821
YCR099C,0.178789078391868
YCR100C,0.145830003322136
YCR101C,0.0819114631948437
YCR102C,0.0846781226977086
YCR104W,0.0854275678055199
YCR105W,0.0679454358060945
YCR106W,0.146451684062312
YCR107W,0.228468786475334
YDL001W,0.337337609623813
YDL002C,0.775885213453157
YDL003W,0.815082837004065
YDL004W,3.52109002726308
YDL005C,1.02685434657203
YDL006W,0.601153202420709
YDL007W,2.95815687772124
YDL008W,0.735803021450444
YDL009C,1.26582873313863
YDL010W,1.04725108730191
YDL011C,0.739994755944975
YDL012C,1.58603566546026
YDL013W,0.323088417615491
YDL014W,6.27425145403662
YDL015C,3.55633534809379
YDL016C,1.0544356554965
YDL017W,0.176251949013219
YDL018C,0.683974378783592
YDL019C,0.672454796494112
YDL020C,0.612465470246339
YDL021W,0.59575888536428
YDL022C-A,0.0253464960275394
YDL022W,3.56642670486869
YDL023C,2.01229570327954
YDL024C,0.0355786127113031
YDL025C,0.860836087044898
YDL025W-A,1.0731924830528
YDL026W,0.524461752331785
YDL027C,0.906727500231842
YDL028C,0.323253585210339
YDL029W,3.68788337449057
YDL030W,0.249327571711961
YDL031W,0.6670612025478
YDL032W,0.0928325531365862
YDL033C,0.189332091226424
YDL034W,0.225009584914297
YDL035C,0.598920798858189
YDL036C,0.279081785087017
YDL037C,0.0465186687469718
YDL038C,0.04449064224823
YDL039C,0.069163254413177
YDL040C,1.70287295594976
YDL041W,0.243881316856542
YDL042C,0.354919655068514
YDL043C,0.455820486349295
YDL044C,0.266623509450314
YDL045C,0.583184268957591
YDL045W-A,2.12352200421481
YDL046W,4.18772079745669
YDL047W,1.32159804527377
YDL048C,0.292947286107514
YDL049C,0.171117965014596
YDL050C,1.71831367591093
YDL051W,1.59551596639189
YDL052C,1.75873606286825
YDL053C,2.04440739440396
YDL054C,0.476179968255258
YDL055C,29.3486328198066
YDL056W,0.39954908112717
YDL057W,0.164246949784992
YDL058W,0.541402359976085
YDL059C,0.34593582909207
YDL060W,0.539149778697755
YDL061C,27.7844673012712
YDL062W,0.139989048686569
YDL063C,0.278360245167316
YDL064W,1.71393410397571
YDL065C,1.19133795812303
YDL066W,3.8509508145024
YDL067C,4.16652146071972
YDL068W,0.300288278736721
YDL069C,0.377811486681626
YDL070W,2.88820173721826
YDL071C,0.220076531130031
YDL072C,3.30618335259614
YDL073W,0.387870678549389
YDL074C,0.895858898972979
YDL075W,33.4013096964533
YDL076C,0.966758648261961
YDL077C,0.271812232174395
YDL078C,2.8598570289256
YDL079C,0.3318801931018
YDL080C,0.501655505062005
YDL081C,42.8759670269258
YDL082W,14.7358741849603
YDL083C,24.1412008859611
YDL084W,8.32662293732678
YDL085C-A,2.12783968846467
YDL085W,0.0546493628395886
YDL086C-A,2.979047768825
YDL086W,2.69126265550619
YDL087C,0.249980722078552
YDL088C,0.688722455625376
YDL089W,0.528729935030593
YDL090C,0.471489070739365
YDL091C,0.524578232565653
YDL092W,2.07301789695981
YDL093W,0.430166118211056
YDL094C,0.237263516934401
YDL095W,2.46297419054196
YDL096C,1.09508619914658
YDL097C,1.98541709160391
YDL098C,0.246059119897014
YDL099W,1.49775552905597
YDL100C,3.31325341764555
YDL101C,0.420667081630385
YDL102W,0.244382294477562
YDL103C,1.00639951860696
YDL104C,0.229709343435756
YDL105W,0.247712758615083
YDL106C,0.414889342467702
YDL107W,0.321062068999008
YDL108W,0.370364457727842
YDL109C,0.129420513322009
YDL110C,3.14204206708795
YDL111C,0.769038526969034
YDL112W,0.373422112816647
YDL113C,0.393852672594572
YDL114W,0.00853503120166148
YDL114W-A,0.15264191436913
YDL115C,0.608204947662586
YDL116W,0.59813263410484
YDL117W,0.395378724432441
YDL118W,0.249035888416706
YDL119C,0.30272974959992
YDL120W,1.29122278906331
YDL121C,1.24352274109907
YDL122W,0.897929611716929
YDL123W,0.783275862900309
YDL124W,4.2174456984736
YDL125C,4.17212779679856
YDL126C,4.38946482668788
YDL127W,0.42878239498271
YDL128W,1.67218240562211
YDL129W,0.13825870438862
YDL130W,28.4555043390801
YDL130W-A,4.22365215301131
YDL131W,1.63449774186751
YDL132W,0.853092133179498
YDL133C-A,34.9808935754731
YDL133W,0.558643378958658
YDL134C,2.15077607548285
YDL135C,1.55641845035782
YDL136W,5.90665734133783
YDL137W,10.2179826231935
YDL138W,0.231210381420661
YDL139C,0.187876175873933
YDL140C,1.32323112541505
YDL141W,0.397739816646289
YDL142C,0.386280476938311
YDL143W,2.30599154981194
YDL144C,0.498036876880851
YDL145C,2.79688715211778
YDL146W,0.423982951148778
YDL147W,2.53433097276538
YDL148C,0.710640206209452
YDL149W,0.163928985791
YDL150W,0.697740317450487
YDL151C,0.588375605018037
YDL152W,0.300986961520012
YDL153C,0.751267510261901
YDL154W,0.154046204516578
YDL155W,0.796478909526565
YDL156W,0.248541935520052
YDL157C,2.1222261920675
YDL158C,0.879815914666213
YDL159C-B,0.201021857538858
YDL159W,0.247654968543048
YDL159W-A,0.334408680415592
YDL160C,2.00146546287
YDL160C-A,0.71728608983071
YDL161W,0.78668472590519
YDL162C,0.0275978329029265
YDL163W,0.235496245142577
YDL164C,0.487149629537219
YDL165W,0.990545861271735
YDL166C,0.865131484368156
YDL167C,0.498356325999748
YDL168W,0.830191811390415
YDL169C,0.214195100109847
YDL170W,0.309440629351642
YDL171C,0.990861830247969
YDL172C,1.89688740563322
YDL173W,1.67729844383421
YDL174C,1.25426173889984
YDL175C,0.342803124737739
YDL176W,0.253772870038417
YDL177C,0.353792806150445
YDL178W,1.34518834908219
YDL179W,0.509423617657742
YDL180W,0.411837263816337
YDL181W,2.24689239666719
YDL182W,1.74089318717149
YDL183C,0.150195891320466
YDL184C,28.8610259212154
YDL185C-A,1.87566514184066
YDL185W,6.45936081363571
YDL186W,0.13094333679337
YDL187C,0.0717712099368744
YDL188C,1.24017901947372
YDL189W,0.913545509384571
YDL190C,0.721769163732449
YDL191W,10.1552750880622
YDL192W,18.2984528013413
YDL193W,0.854921061076362
YDL194W,0.176291155506044
YDL195W,1.80395857482555
YDL196W,0.0348982114794387
YDL197C,0.478891460128991
YDL198C,1.68251765717969
YDL199C,0.132302883003056
YDL200C,0.403492063043013
YDL201W,0.88764969920209
YDL202W,1.12416040235232
YDL203C,0.339637242773906
YDL204W,0.525889783323416
YDL205C,1.51671375663143
YDL206W,0.211857946808338
YDL207W,0.627027610387587
YDL208W,6.08067060091782
YDL209C,0.337518546833335
YDL210W,0.0447090764299801
YDL211C,0.209804114308683
YDL212W,4.11013962623913
YDL213C,1.40290978544329
YDL214C,0.0538835706219883
YDL215C,0.558678156333996
YDL216C,0.251408437411128
YDL217C,0.74548871064485
YDL218W,0.0758598286451728
YDL219W,0.867436711130582
YDL220C,0.143468306076671
YDL221W,0.228348191993033
YDL222C,0.0569657285447531
YDL223C,0.159465464944539
YDL224C,0.938890206499372
YDL225W,1.01596016293527
YDL226C,1.70981030307929
YDL227C,0.725900370096595
YDL228C,32.1849154785503
YDL229W,24.925996239357
YDL230W,0.408253007468754
YDL231C,0.342979945647336
YDL232W,3.20127255684569
YDL233W,0.234724209937522
YDL234C,0.417522457846753
YDL235C,1.21606058352921
YDL236W,1.77514731177257
YDL237W,1.42139993525503
YDL238C,0.240368631836978
YDL239C,0.301075491281917
YDL240W,0.414232981659763
YDL241W,0.404911618407996
YDL242W,0.0762881336113816
YDL243C,0.180328343738509
YDL248W,0.380091176043547
YDR001C,1.46643843587443
YDR002W,9.36066563941248
YDR003W,0.675145672957176
YDR003W-A,0.884042726007697
YDR004W,0.320053294239866
YDR005C,0.943057015238919
YDR006C,0.515596487777454
YDR007W,1.08325785482082
YDR008C,1.04300476898847
YDR009W,0.0786881809097879
YDR010C,0.0581523823603487
