ORF,VALUE
SAKL0A00154g,0.0147052318818303
SAKL0A00198g,0.0953427670948887
SAKL0A00264g,0.0449109748120563
SAKL0A00748g,1.10236798196197
SAKL0A00792g,0.153822878460064
SAKL0A00880g,0.0196940490137471
SAKL0A01210g,0.386022271207751
SAKL0A01430g,0.154566996853504
SAKL0A01518g,0.106956398560665
SAKL0A01650g,0.0453757883924419
SAKL0A01804g,0.172590332552309
SAKL0A01914g,0.439617615676438
SAKL0A01980g,0.8375250734651
SAKL0A02068g,0.202214258916835
SAKL0A02178g,0.080276460004135
SAKL0A02332g,0.196700560948933
SAKL0A02662g,0.141528820977583
SAKL0A02706g,0.0209540424432988
SAKL0A02728g,0.121698737604972
SAKL0A02750g,0.0258670711946089
SAKL0A02794g,0.779673510099323
SAKL0A02816g,0.151008609100044
SAKL0A02860g,0.029111216776241
SAKL0A02948g,0.0448745282282456
SAKL0A03146g,0.152959013606166
SAKL0A03388g,0.446810824102293
SAKL0A03652g,0.213755466720697
SAKL0A03894g,0.208923452508133
SAKL0A04070g,0.0623886970429634
SAKL0A04268g,0.137104605422561
SAKL0A04312g,0.0841152764466208
SAKL0A04488g,1.65015665507566
SAKL0A04686g,7.86884720630446
SAKL0A04884g,0.240422627742978
SAKL0A04994g,0.0718753378214473
SAKL0A05016g,0.301809677791862
SAKL0A05126g,0.296305269589734
SAKL0A05324g,0.0759549335341195
SAKL0A05720g,1.11633252989626
SAKL0A05742g,0.284906373508927
SAKL0A05764g,0.375621472889992
SAKL0A05786g,0.0100015875562519
SAKL0A06094g,1.08684889357831
SAKL0A06204g,0.0890986772483943
SAKL0A06270g,0.0632118915546586
SAKL0A06292g,0.435167893738974
SAKL0A06468g,0.0596944023506332
SAKL0A06688g,0.258494524782174
SAKL0A06952g,0.144498100498659
SAKL0A07084g,0.168517266089067
SAKL0A07128g,0.53479857707243
SAKL0A07172g,0.05326430171618
SAKL0A07282g,0.111438921507296
SAKL0A07480g,0.0560049734200536
SAKL0A07502g,0.0253122631202468
SAKL0A07546g,0.12085009673263
SAKL0A07920g,0.444988134316972
SAKL0A08008g,0.0478757782054648
SAKL0A08118g,0.902900028113482
SAKL0A08162g,0.143475118293209
SAKL0A08492g,0.249106486739926
SAKL0A08514g,0.0368756170293427
SAKL0A08536g,0.113122112715875
SAKL0A08602g,0.103333238509408
SAKL0A08624g,0.0173077899807704
SAKL0A08712g,0.236268613824566
SAKL0A08734g,8.24384553876083
SAKL0A08778g,0.295948322826877
SAKL0A09152g,0.0571929960025404
SAKL0A09394g,0.186883078504957
SAKL0A09438g,0.0402273003131596
SAKL0A09834g,0.790259276777565
SAKL0A09922g,0.0846878993678814
SAKL0A10032g,0.416513236998413
SAKL0A10098g,0.0298976615405436
SAKL0A10186g,0.268659951430576
SAKL0A10274g,0.424205379079984
SAKL0A10340g,0.016164279398913
SAKL0A10362g,0.570351343394099
SAKL0A10450g,4.01082283439388
SAKL0A10582g,0.0213846449422524
SAKL0B00220g,0.042934871554871
SAKL0B00506g,0.16560529157199
SAKL0B00836g,0.162685429989787
SAKL0B00924g,0.24641932117557
SAKL0B00946g,0.0394663364961617
SAKL0B00990g,0.16212589726247
SAKL0B01100g,0.143348375559962
SAKL0B02024g,0.0643044805458277
SAKL0B02310g,0.238704014527168
SAKL0B02662g,0.0495934487601097
SAKL0B02750g,0.624466718802741
SAKL0B02816g,0.168648031256063
SAKL0B02948g,0.0382479604177373
SAKL0B03036g,0.109395524037922
SAKL0B03058g,0.0956253579962677
SAKL0B03190g,0.0827989232101696
SAKL0B03256g,0.0544929746199627
SAKL0B03388g,0.215881472648392
SAKL0B03432g,0.22989902902797
SAKL0B03520g,0.490571833121015
SAKL0B03806g,8.51257191973098
SAKL0B03916g,0.115913476266785
SAKL0B03938g,0.176692592863568
SAKL0B04268g,0.12938293066776
SAKL0B04334g,1.72804845658978
SAKL0B04466g,0.215670950068536
SAKL0B04488g,0.126732215479312
SAKL0B04598g,0.0481314601897488
SAKL0B04620g,0.0234616172419877
SAKL0B04664g,0.0699357845993535
SAKL0B04950g,0.126209434512288
SAKL0B05016g,0.0369209223311844
SAKL0B05082g,0.153006268300167
SAKL0B05214g,0.0629290566804128
SAKL0B05324g,0.653619332634267
SAKL0B05346g,0.93912038263721
SAKL0B05412g,0.173125739055451
SAKL0B05544g,0.293553436319127
SAKL0B05588g,0.0428458000311682
SAKL0B05984g,0.0600253179683869
SAKL0B06270g,0.102252280882316
SAKL0B06688g,0.039005251160472
SAKL0B06710g,0.0357117601252219
SAKL0B07238g,0.0911880300971013
SAKL0B07326g,0.0976332918754916
SAKL0B07370g,0.042586446685453
SAKL0B07502g,0.0483824489648213
SAKL0B07700g,1.90499034397899
SAKL0B07766g,0.0328104677622046
SAKL0B07788g,0.166777568132622
SAKL0B07854g,0.0680323443727617
SAKL0B07942g,0.298966528652374
SAKL0B07986g,0.37937573432909
SAKL0B08096g,2.41416782334487
SAKL0B08162g,0.0173683669001822
SAKL0B08272g,0.120579797770679
SAKL0B08514g,2.12770574137756
SAKL0B08580g,0.0677333348121589
SAKL0B08602g,0.0782664869442751
SAKL0B08690g,0.0217757048215503
SAKL0B08712g,0.0279930694144358
SAKL0B09020g,0.0890727641258857
SAKL0B09306g,0.195259893860817
SAKL0B09328g,2.0015178415767
SAKL0B09570g,0.145330408513718
SAKL0B09614g,0.710461505973861
SAKL0B09746g,0.146487697626249
SAKL0B09878g,0.0171715347630817
SAKL0B10340g,0.119018424784153
SAKL0B10362g,0.15785203523546
SAKL0B10472g,0.105186730384648
SAKL0B10582g,0.184709045593841
SAKL0B10780g,0.685906321921179
SAKL0B11154g,0.276547413125624
SAKL0B11176g,0.0918100852984345
SAKL0B11198g,0.0659698536676496
SAKL0B11308g,0.0177168228199108
SAKL0B11418g,0.0851679091703216
SAKL0B11440g,0.155819791984233
SAKL0B11704g,0.354167576322482
SAKL0B11770g,0.789368378921623
SAKL0B12122g,0.173948039848069
SAKL0B12210g,0.484976216973967
SAKL0B12386g,0.0131384025903485
SAKL0B12518g,0.0811973859167687
SAKL0B12540g,NA
SAKL0B12562g,0.037422115636644
SAKL0B12584g,0.0266307106847294
SAKL0B12650g,0.0388658483649372
SAKL0B12738g,0.0200332542879832
SAKL0B12804g,0.0144114161764459
SAKL0C00352g,0.0224235718574965
SAKL0C00396g,0.240668190464572
SAKL0C00484g,0.438051321487935
SAKL0C00660g,0.0587455244572406
SAKL0C00880g,0.105719483658759
SAKL0C01056g,0.218847778875676
SAKL0C01606g,0.0492392354454744
SAKL0C01826g,0.0420379952651375
SAKL0C01892g,0.0960500716289211
SAKL0C01914g,0.20019777052491
SAKL0C01936g,0.136937565367263
SAKL0C01958g,11.5083767867601
SAKL0C02002g,0.780147239016097
SAKL0C02024g,0.0669560287725827
SAKL0C02046g,0.0229756334160747
SAKL0C02068g,0.0108976196498534
SAKL0C02090g,0.0240635751776402
SAKL0C02112g,0.0145932346381808
SAKL0C02134g,0.157816336273697
SAKL0C02156g,0.0312044260640959
SAKL0C02178g,0.0157953683550987
SAKL0C02200g,0.0141107023006122
SAKL0C02222g,0.0620840395515172
SAKL0C02244g,0.112936038776007
SAKL0C02266g,0.137717923552031
SAKL0C02288g,0.0928801455345834
SAKL0C02310g,0.0802143443347711
SAKL0C02332g,0.107003873002876
SAKL0C02354g,0.1751503178072
SAKL0C02376g,0.095238561283592
SAKL0C02398g,0.0863078080787104
SAKL0C02420g,0.737265779325378
SAKL0C02442g,0.239109468732142
SAKL0C02464g,0.115204024147568
SAKL0C02486g,0.0568708162011545
SAKL0C02508g,0.0176024986114205
SAKL0C02530g,0.0131340909692778
SAKL0C02552g,0.143997983809532
SAKL0C02574g,0.0631403386623194
SAKL0C02596g,0.142550684209559
SAKL0C02618g,0.514147487492734
SAKL0C02640g,0.216846678601068
SAKL0C02662g,0.0396204577624802
SAKL0C02684g,0.106376518182483
SAKL0C02706g,0.0670786404556592
SAKL0C02728g,0.276243354007773
SAKL0C02750g,0.213660249152908
SAKL0C02772g,0.0905837869970983
SAKL0C02794g,0.0952324346237318
SAKL0C02816g,0.058706963242335
SAKL0C02838g,0.169128948500136
SAKL0C02860g,0.210294828303912
SAKL0C02882g,0.139117456967074
SAKL0C02904g,0.123478288285915
SAKL0C02926g,0.132530230690754
SAKL0C02948g,0.238084848522871
SAKL0C02970g,0.035291009591675
SAKL0C02992g,0.0920655454953754
SAKL0C03014g,0.139115664269446
SAKL0C03036g,0.0793278744801645
SAKL0C03058g,0.138649262061781
SAKL0C03080g,0.141422546264661
SAKL0C03102g,0.0673515198947101
